str_no_string|NO STRING!
str_mission_briefing_2|1805年 12月 1日 ^暂 时 的 休 整 很 不 错 ， 但 现 在 我 们 将 会 再 次 出 征 。 赞 美 上 帝 ， 这 将 是 我 们 最 后 努 力 ！ ^据 说 我 们 将 会 直 接 进 入 战 场 。 ^^我 们 在 维 也 纳 市 郊 的 时 光 无 疑 是 最 美 好 的 几 天 。 这 是 个 富 裕 的 村 庄 ^有 宽 敞 乾 净 的 房 间 和 美 妙 的 酒 食 --当 然 ， 还 有 都 来 帮 助 我 们 的 漂 亮 姑 娘 们 。 ^这 让 我 们 恢 复 了 精 力 。 ^在 恶 劣 的 天 气 下 无 止 尽 的 行 军 ， 让 我 们 已 经 动 摇 了 。 追 赶 撤 退 的 联 军 ^使 我 们 精 疲 力 尽 。 暂 时 遗 忘 一 切 很 好 。 ^^但 我 们 安 宁 的 休 整 戛 然 而 止 ； 我 们 接 到 命 令 ^尽 可 能 快 的 重 新 加 入 大 军 ， 所 以 现 在 我 们 再 次 疯 狂 的 向 战 场 行 军 。 通 过 急 行 军 ， ^我 们 几 乎 将 大 半 军 团 抛 在 了 后 方 ， 但 是 弗 里 安 特 将 军 决 定 要 准 时 到 达 战 场 ， ^而 且 将 不 会 停 歇 等 待 援 军 加 入 我 们 。 ^^联 军 说 他 们 的 军 队 人 数 远 远 超 过 我 们 ， 特 别 是 骑 兵 。 看 来 ^战 争 将 是 防 御 性 的 ， 但 情 况 仍 不 清 楚 。 一 个 从 皇 帝 陛 下 那 儿 来 的 信 使 ^在 经 过 我 们 纵 队 时 通 知 我 们 ， 我 们 的 后 卫 部 队 被 迫 后 退 到 ^维 绍 市 附 近 ， 并 往 奥 斯 特 里 茨 方 向 撤 退 。 ^^我 不 敢 说 会 如 何 ， 但 接 下 来 的 将 要 进 行 的 战 斗 让 我 心 里 充 满 了 恐 惧 。 好 吧 ， 我 得 说 上 次 的 马 伦 戈 战 役 是 我 参 加 过 的 最 大 的 一 场 战 役 ， ^这 几 乎 是 5年 前 的 事 了 。 我 依 然 记 得 ^那 天 我 看 见 的 可 怕 场 景 ； 想 到 它 就 使 我 全 身 打 颤 ^幸 运 的 是 ， 到 目 前 为 止 ， 我 已 经 能 够 隐 藏 我 的 感 受 ； ^我 们 的 人 鄙 视 懦 弱 ， 并 把 它 当 做 叛 国 。 
str_mission_briefing_3|1813年 8月 26日 ， ^我 们 准 备 向 德 雷 斯 顿 行 军 ， 那 里 的 一 小 支 驻 守 部 队 ^已 经 被 联 军 以 绝 对 优 势 的 兵 力 包 围 。 炮 火 是 如 此 的 强 大 以 至 于 10公 里 外 的 窗 玻 璃 都 在 震 动 。 ^^我 们 最 初 的 计 划 是 袭 击 并 破 坏 盟 军 的 讯 息 交 流 。 ^但 是 在 得 知 撒 克 逊 首 府 受 到 威 胁 后 ， 皇 帝 于 两 日 前 更 改 了 计 划 。 ^当 他 发 觉 到 这 次 威 胁 的 程 度 之 后 ， 他 派 我 们 来 守 卫 这 座 城 市 。 ^而 他 和 范 达 梅 将 军 指 挥 大 部 队 继 续 袭 击 的 原 计 划 。 ^不 出 意 外 的 话 ， 联 军 会 继 续 他 们 攻 占 德 雷 斯 顿 的 企 图 ， ^ 德 雷 斯 顿 的 防 御 很 糟 糕 ， 人 员 也 不 足 。 但 拿 破 仑 打 算 让 联 军 吃 个 苦 头 ， ^^因 为 联 军 没 有 侦 查 我 们 接 近 的 区 域 。 我 们 拥 有 强 大 的 军 队 以 及 许 多 由 穆 拉 特 公 爵 亲 自 率 领 的 骑 兵 。 ^遗 憾 的 是 ， 天 气 看 起 来 会 变 得 越 来 越 糟 ， 很 可 能 会 在 我 们 抵 达 德 雷 斯 顿 的 时 候 下 起 雨 来 。 ^在 这 种 情 况 下 ， 骑 兵 能 提 供 给 我 们 的 帮 助 会 显 著 降 低 。 ^^但 就 我 而 言 ， 我 期 待 这 场 战 斗 。 我 们 终 于 可 以 为 这 6个 月 以 来 所 遭 受 的 向 俄 国 人 复 仇 了 。 ^我 试 着 忘 记 在 莫 斯 科 到 贝 尔 齐 纳 河 的 路 上 所 目 睹 的 悲 惨 景 象 ， ^这 些 噩 梦 般 的 景 象 仍 然 在 我 脑 海 中 环 绕 。 ^这 些 噩 梦 或 许 会 缠 着 我 直 到 我 生 命 的 最 后 一 天 。 ^我 们 必 须 赢 得 这 次 战 斗 ， 以 及 这 场 战 争 ， 我 们 的 同 志 们 不 能 就 这 样 白 白 死 去 。 
str_mission_briefing_4|1812年 9月 5日 ， ^^我 逐 渐 厌 倦 了 这 场 战 争 。 行 军 之 苦 尚 可 忍 受 ， 但 过 去 这 几 天 变 得 非 常 难 熬 ， ^我 直 到 现 在 才 从 疾 病 中 恢 复 过 来 。 突 袭 和 这 气 候 都 太 可 怕 了 ！ ^炎 热 的 白 天 ， 寒 冷 的 夜 晚 ， 乾 燥 的 空 气 。 再 也 看 不 到 任 何 俄 国 农 夫 。 他 们 烧 毁 了 他 们 的 房 屋 田 园 后 逃 走 ， ^只 留 下 一 点 点 东 西 来 支 撑 着 我 们 向 莫 斯 科 长 途 跋 涉 。 ^^我 们 的 人 都 变 得 厌 倦 起 来 。 很 长 一 段 时 间 后 ， 他 们 追 到 了 溃 逃 的 敌 人 ， ^他 们 为 此 感 到 高 兴 ， 因 为 这 种 跋 涉 总 算 要 结 束 了 。 他 们 很 乐 意 迎 接 即 将 到 来 的 战 斗 。 ^我 们 称 俄 罗 斯 人 为 懦 夫 ， 心 里 想 象 着 一 次 乾 净 利 落 的 胜 利 ， 这 样 我 们 就 可 以 回 到 我 们 所 爱 的 人 的 怀 里 。 ^我 们 的 士 兵 甚 至 请 求 在 战 斗 中 穿 上 阅 兵 用 的 礼 服 。 我 们 美 好 的 愿 望 和 行 军 带 来 的 疲 倦 蒙 蔽 了 我 们 的 双 眼 ： ^我 们 没 能 发 现 最 严 峻 的 挑 战 已 经 来 临 。 ^^与 此 同 时 ， 俄 国 士 兵 们 停 止 了 撤 退 ， 并 为 了 最 后 的 决 战 挖 起 了 工 事 。 ^^他 们 在 谢 伐 底 诺 建 了 一 座 巨 大 防 御 阵 地 。 它 远 离 自 己 的 后 方 阵 地 ， ^这 使 得 它 成 为 一 个 很 好 的 目 标 。 马 歇 尔 · 达 武 已 经 收 到 尽 快 占 领 那 座 堡 垒 的 命 令 。 ^在 这 次 战 斗 中 ， 我 将 加 入 康 庞 将 军 的 部 队 以 确 保 一 切 都 按 计 划 进 行 。 ^^但 我 非 常 谨 慎 因 为 我 以 前 从 未 见 过 这 种 防 御 工 事 ！ 我 现 在 觉 得 这 些 俄 罗 斯 人 并 不 是 懦 夫 ， ^他 们 不 会 再 继 续 撤 退 ， 而 是 准 备 与 这 扑 向 莫 斯 科 的 死 亡 气 息 奋 战 。 
str_mission_briefings_end|任 务 简 报 结 束 。 
str_map_changed|地 图 开 始 。 
str_round_changed|回 合 结 束 。 
str_teamkilled_s1_s2_horse|{s1}误 杀 {s2}的 马 。 
str_teamwounded_s1_s2|{s1}误 伤 {s2} {reg60}点 伤 害 。 
str_teamwounded_s1_s2_horse|{s1}误 伤 {s2}的 马 {reg60}点 伤 害 。 
str_revive_player|复 活 玩 家 
str_revive_all|复 活 所 有 人 
str_revive_player_s2_s3|{s2}复 活 了 玩 家 {s3}。 
str_revive_all_s2|{s2} 复 活 了 所 有 人 。 
str_cheat_god_mode|无 敌 模 式 
str_cheat_god_mode_s3_s2|{s2}给 {s3}开 启 了 无 敌 模 式 。 
str_cheat_god_mode_s3_s2_2|{s2}关 闭 了 {s3}的 无 敌 模 式 。 
str_suicide_player|自 杀 
str_s2_suicide|{s2}自 杀 了 。 
str_admin_set_limit_surgeon_s0_reg1|{s0}将 军 医 比 率 设 置 为 队 伍 的 {reg1}%。 
str_limit_surgeon|每 队 军 医 最 大 数 量 百 分 比 (%)： 
str_admin_set_limit_arty_train_s0_reg1|{s0}将 炮 兵 辎 重 比 率 设 置 为 队 伍 的 {reg1}%。 
str_limit_arty_train|每 队 炮 兵 辎 重 最 大 数 量 百 分 比 (%)： 
str_admin_set_groupfight_mode_s0_s9|{s0}将 团 队 战 斗 模 式 设 置 为 {s9}。 
str_groupfight_mode|团 队 近 战 模 式 
str_admin_set_competitive_score_mode_s0_s9|{s0}将 竞 技 积 分 模 式 设 置 为 {s9}。 
str_competitive_score_mode|竞 技 积 分 模 式 
str_more_admin_tools|更 多 管 理 员 工 具 
str_choose_an_admin_tool|选 择 一 个 管 理 员 工 具 
str_spawn_player|重 生 玩 家 
str_spawn_all|重 生 所 有 人 
str_spawn_all_s2|{s2}重 生 了 所 有 人 。 
str_spawn_player_s2_s3|{s2}重 生 了 玩 家 {s3}。 
str_welcome_message_toggle|欢 迎 信 息 被 设 置 成 {s9}。 
str_commit_suicide|你 确 定 要 自 杀 吗 ？ 
str_no_line_inf_spread|禁 用 线 列 步 兵 散 开 靠 拢 
str_admin_set_no_line_inf_spread_s0_s9|{s0}将 禁 用 线 列 步 兵 散 开 靠 拢 设 置 为 {s9}。 
str_line_inf_spread|当 前 服 务 器 禁 用 线 列 步 兵 散 开 靠 拢 。 提 示 ！ 改 变 行 数 来 使 士 兵 散 开 靠 拢 。 
str_num_custom_maps|选 择 自 定 义 地 图 的 数 量 : 
str_admin_set_num_custom_maps_s0_reg1|{s0}将 自 定 义 地 图 的 数 量 设 置 为 {reg1}。 
str_no_rambo|禁 止 玩 家 单 兵 作 战 
str_no_rambo_warning|你 距 离 你 的 小 队 太 远 了 ！ 你 将 无 法 对 敌 军 造 成 伤 害 。 
str_admin_set_no_rambo_s0_s9|{s0}将 禁 止 玩 家 单 兵 作 战 设 置 为 {s9}。 
str_no_rambo_range|和 小 队 最 大 距 离 限 制 （ 米 ） （ 非 单 兵 作 战 ）： 
str_admin_set_no_rambo_range_s0_reg1|{s0}将 小 队 最 大 距 离 限 制 设 置 为 {reg1}米 （ 非 单 兵 作 战 ） 。
str_set_admin_true_s2|管 理 员 白 名 单 将 {s2}设 置 为 管 理 员 。 
str_set_admin_false_s2|管 理 员 白 名 单 已 取 消 {s2}的 管 理 员 身 份 。 
str_return_set_admin_true_s2|{s2}， 管 理 员 白 名 单 将 你 设 置 为 管 理 员 。 
str_return_set_admin_false_s2|{s2}， 管 理 员 白 名 单 已 取 消 你 的 管 理 员 身 份 。 
str_admin_white_list_is_enabled|管 理 员 白 名 单 已 启 用 。 
str_admin_white_list_is_disabled|管 理 员 白 名 单 已 禁 用 。
str_admin_white_list_added_key_reg0|添 加 ID： {reg0}到 管 理 员 白 名 单 。 
str_healed_player_s2_reg4_reg5|给 玩 家 {s2}恢 复 了 {reg4}%的 生 命 值 ， 当 前 生 命 值 ： {reg5}%。 
str_healed_player_full_s2_reg4|给 玩 家 {s2}恢 复 了 {reg4}%的 生 命 值 ， 他 已 痊 愈 。 
str_healed_player_no_more_s2_reg4|给 玩 家 {s2}恢 复 了 {reg4}%的 生 命 值 ， 无 法 进 一 步 医 治 了 。 
str_not_healed_player_full_s2|玩 家 {s2}已 痊 愈 。 
str_not_healed_player_no_more_s2|玩 家 {s2}无 法 被 进 一 步 医 治 了 。 
str_got_healed_player_s2_reg4_reg5|玩 家 {s2}给 你 恢 复 了 {reg4}%的 生 命 值 ， 当 前 生 命 值 ： {reg5}%。 
str_got_healed_player_full_s2_reg4|玩 家{s2}给 你 恢 复 了 {reg4}%的 生 命 值 ， 你 已 痊 愈 。 
str_got_healed_player_no_more_s2_reg4|玩 家{s2}给 你 恢 复 了 {reg4}%的 生 命 值 ， 你 无 法 被 进 一 步 医 治 了 。 
str_not_got_healed_player_full_s2|玩 家 {s2}无 法 医 治 你 ，你 已 痊 愈 。 
str_not_got_healed_player_no_more_s2|玩 家 {s2}无 法 医 治 你 ， 你 无 法 被 进 一 步 医 治 了 。 
str_healed_player_horse_s2_reg4_reg5|给 玩 家 {s2}的 马 恢 复 了 {reg4}%的 生 命 值 ， 当 前 生 命 值 ： {reg5}%。 
str_healed_player_horse_full_s2_reg4|给 玩 家 {s2}的 马 恢 复 了 {reg4}%的 生 命 值 ， 它 已 痊 愈 。 
str_healed_player_horse_no_more_s2_reg4|给 玩 家 {s2}的 马 恢 复 了 {reg4}%的 生 命 值 ， 它 无 法 被 进 一 步 医 治 了 。 
str_not_healed_player_horse_full_s2|玩 家 {s2}的 马 已 痊 愈 。
str_not_healed_player_horse_no_more_s2|玩 家 {s2}的 马 无 法 被 进 一 步 医 治 了 。 
str_got_healed_player_horse_s2_reg4_reg5|玩 家 {s2}给 你 的 马 恢 复 了 {reg4}%的 生 命 值 ， 当 前 生 命 值 ： {reg5}%。 
str_got_healed_player_horse_full_s2_reg4|玩 家 {s2}给 你 的 马 恢 复 了 {reg4}%的 生 命 值 ， 它 已 痊 愈 。 
str_got_healed_player_horse_no_more_s2_reg4|玩 家 {s2}给 你 的 马 恢 复 了 {reg4}%的 生 命 值 ， 它 无 法 被 进 一 步 医 治 了 。 
str_not_got_healed_player_horse_full_s2|玩 家 {s2}无 法 医 治 你 的 马 ， 它 已 痊 愈 。 
str_not_got_healed_player_horse_no_more_s2|玩 家 {s2}无 法 医 治 你 的 马 ， 它 无 法 被 进 一 步 医 治 了 。
str_healed_horse_s2_reg4_reg5|给 {s2}马 恢 复 了 {reg4}%的 生 命 值 ， 当 前 生 命 值 ： {reg5}%。 
str_healed_horse_full_s2_reg4|给 {s2}马 恢 复 了 {reg4}%的 生 命 值 ， 它 已 痊 愈 。 
str_healed_horse_no_more_s2_reg4|给 {s2}马 恢 复 了 {reg4}%的 生 命 值 ， 它 无 法 被 进 一 步 医 治 了 。 
str_not_healed_horse_full_s2|玩 家 {s2}的 马 已 痊 愈 。 
str_not_healed_horse_no_more_s2|玩 家 {s2}的 马 无 法 被 进 一 步 医 治 了 。 
str_royale_weapon_musket|装 备 火 枪 
str_royale_weapon_pistol|装 备 手 枪 
str_royale_weapon_carabine|装 备 卡 宾 枪 
str_royale_weapon_smallsword|装 备 短 剑 
str_royale_weapon_bigsword|装 备 剑 
str_royale_weapon_bottle|装 备 瓶 子 
str_royale_weapon_axe|装 备 斧 头 
str_royale_weapon_spear|装 备 长 杆 武 器 
str_royale_weapon_club|装 备 木 棍 
str_royale_weapon_tool|装 备 工 具 
str_royale_weapon_ramrod|装 备 推 弹 杆 
str_royale_weapon_lighter|装 备 大 炮 点 火 器 
str_royale_weapon_ammo|装 备 弹 药 
str_royale_weapon_ammo_pistol|装 备 手 枪 弹 药 
str_royale_weapon_ammo_musket|装 备 火 枪 弹 药 
str_welcome_message_server|欢 迎 ， {s3}， 你 的 用 户 ID是 {reg44}。 请 遵 守 规 则 ， 玩 得 愉 快 ！ 
