stringsfile version 1
1312
str_no_string NO_STRING!
str_mission_briefing_3 August_26,_1813^We_are_preparing_to_march_on_Drezden,_where_our_small_garrison_was_formerly_besieged_by_the_far_^superior_forces_of_the_Allies._Artillery_fire_is_reported_to_be_so_powerful_that_window_glass_^shakes_even_10_kilometers_from_the_city.^^The_original_plan_was_to_raid_and_disrupt_Allied_communications,_^but_the_Emperor_revised_his_plan_two_days_ago_when_he_learned_of_a_threat_on_the_Saxon_capital._^When_he_discovered_the_scale_of_the_threat,_he_sent_us_to_save_the_city,_while_the_bulk_of_his_^forces_proceeded_with_General_Vandamme_to_continue_with_the_raid_as_originally_planned.^It_is_no_surprise_that_the_Allied_forces_will_attempt_to_seize_Dresden._Its_defenses_are_miserable,_^and_the_garrison_is_quite_insufficient._But_Napoleon_intends_to_give_the_Allies_an_unpleasant_^surprise_of_their_own,_for_the_Allies_are_not_scouting_anywhere_near_the_area_that_we_are_approaching_from.^^We_have_a_strong_force,_and_numerous_cavalry_guided_by_Prince_Murat_himself._Unfortunately,_^the_weather_seems_to_be_getting_worse_and_worse,_and_it_probably_will_be_raining_by_the_time_^we_reach_Dresden._Under_such_circumstances,_the_benefits_we_might_reap_from_our_superior_cavalry_^will_significantly_decrease.^^Myself,_I_welcome_the_battle._Finally_we_may_take_our_revenge_upon_the_Russians,_for_what_we_have_^suffered_these_past_six_months._I_have_tried_to_forget_what_horrors_we_witnessed_on_the_way_from_^Moscow_to_Berezina,_but_the_images_still_come_unbidden_to_my_mind._These_nightmares_shall_likely_^pursue_me_to_the_end_of_my_days._^We_must_win_this_battle,_and_this_war,_that_our_comrades_shall_not_have_died_in_vain.
str_mission_briefing_4 September_5,_1812^^I_grow_tired_of_this_war._The_march_has_been_tolerable,_but_the_past_few_days_were_difficult,_^and_I_am_only_now_recovering_from_an_illness._Blast,_the_climate_is_terrible!_Scorching_hot_days,_^cold_nights,_dry_air._There_are_no_more_Russian_peasants_to_be_seen._Theyâ€™ve_burned_their_houses_and_fled,_^leaving_little_to_sustain_us_on_the_long_march_towards_Moscow.^^Our_men_grow_tired_as_well._For_too_long,_they_have_been_biting_at_the_heels_of_a_fleeing_enemy._^But_they_are_cheerful_that_the_march_is_nearing_its_end,_and_gladly_greet_the_coming_battle._^We_call_the_Russians_cowards,_and_imagine_a_swift_victory,_that_we_may_return_to_the_arms_of_our_loved_ones._^Our_soldiers_even_ask_permission_to_wear_parade_uniforms_into_the_battle._Our_hopes_and_weariness_have_^blinded_us:_the_men_do_not_see_that_the_most_difficult_challenge_is_yet_to_come.^^Meanwhile,_the_Russian_soldiers_have_halted_their_retreat,_and_instead_are_digging_in_for_the_final_stand.^^Their_preparations_are_covered_by_a_great_redoubt_at_Shevardino._It_is_well_away_from_their_rear_positions,_^which_makes_it_a_fine_target._Marshall_Davout_has_received_orders_to_capture_the_redoubt_as_quickly_as_^possible._I_am_to_join_the_troops_of_General_Compans_in_this_attack,_to_ensure_that_everything_goes_as_planned.^^But_I_am_wary._Never_before_have_I_seen_such_fortifications!_I_have_grown_certain_that_these_Russians_^are_no_cowards._^They_will_retreat_no_further,_but_will_defend_their_Moscow_to_the_dying_breath.
str_mission_briefings_end mission_briefings_end
str_map_changed Map_change.
str_round_changed New_round_started.
str_teamkilled_s1_s2_horse {s1}_teamkilled_{s2}'s_horse.
str_teamwounded_s1_s2 {s1}_teamhit_{s2}_{reg60}_health.
str_teamwounded_s1_s2_horse {s1}_teamhit_{s2}'s_horse_{reg60}_health.
str_revive_player Revive_Player
str_revive_all Revive_All
str_revive_player_s2_s3 {s2}_Revived_Player_{s3}.
str_revive_all_s2 {s2}_Revived_Everyone.
str_cheat_god_mode God_Mode
str_cheat_god_mode_s3_s2 {s2}_turned_on_God_Mode_for_{s3}.
str_cheat_god_mode_s3_s2_2 {s2}_turned_off_God_Mode_for_{s3}.
str_suicide_player Suicide
str_s2_suicide {s2}_has_committed_suicide.
str_admin_set_limit_surgeon_s0_reg1 {s0}_Set_the_class_limit_for_Surgeons_to_{reg1}_%_of_the_team.
str_limit_surgeon Limit_of_Surgeons_in_each_team_(%):
str_admin_set_limit_arty_train_s0_reg1 {s0}_Set_the_class_limit_for_Artillery_Trains_to_{reg1}_%_of_the_team.
str_limit_arty_train Limit_of_Artillery_Trains_in_each_team_(%):
str_admin_set_groupfight_mode_s0_s9 {s0}_Set_use_Groupfight_mode_to_{s9}.
str_groupfight_mode Disable_ranged_weapons_(groupfighting)
str_admin_set_competitive_score_mode_s0_s9 {s0}_Set_the_Competitive_Score_mode_to_{s9}.
str_competitive_score_mode Competitive_score_mode
str_more_admin_tools More_Admin_Tools
str_choose_an_admin_tool Choose_an_admin_tool:
str_spawn_player Spawn_Player
str_spawn_all Spawn_All
str_spawn_all_s2 {s2}_spawned_Everyone.
str_spawn_player_s2_s3 {s2}_spawned_Player_{s3}.
str_welcome_message_toggle Welcome_message_is_set_to_{s9}.
str_commit_suicide Are_you_sure_you_want_to_die?
str_no_line_inf_spread Disable_players_from_loose_formations_with_line_infantry.
str_admin_set_no_line_inf_spread_s0_s9 {s0}_Set_Disable_players_from_loose_formations_with_line_infantry_to_{s9}.
str_line_inf_spread The_current_server_settings_do_not_allow_for_line_infantry_regiments_to_spread_out_past_their_starting_spacing.
str_num_custom_maps Choose_the_#_of_available_custom_maps.
str_admin_set_num_custom_maps_s0_reg1 {s0}_Set_the_number_of_available_custom_maps_to_choose_from_to_{reg1}.
str_auto_turn_on_ff When_to_turn_Friendly_fire_on_in_seconds.
str_no_rambo Disable_player_damage_away_from_squad.
str_no_rambo_warning You_are_too_far_from_your_squad!_You_deal_no_damage.
str_admin_set_no_rambo_s0_s9 {s0}_Set_disable_player_damage_away_from_squad_to_{s9}.
str_no_rambo_range Maximal_distance_from_squad_in_meters_(rambo):
str_admin_set_no_rambo_range_s0_reg1 {s0}_Set_the_maximal_distance_from_squad_to_{reg1}_meters_(no_rambo_basically).
str_admin_set_auto_ff {s0}_set_the_time_for_friendly_fire_to_automatically_turn_on_to_{reg1}_second(s).__Friendly_fire_will_automatically_turn_off_at_rounds_end,_map_resets,_and_map_changes.
str_admin_set_auto_ff_2 {s0}_turned_off_friendly_fire_automatically_turning_off_and_on.
str_ff_turn_on_when Friendly_fire_will_turn_back_on_after_{reg60}_second(s)_have_past_in_the_round.
str_ff_turn_on_when_2 Friendly_fire_will_turn_back_on_after_{reg60}_second(s)_have_past_in_the_next_round.
str_ff_turn_on Friendly_fire_is_now_on,_be_careful!
str_set_admin_true_s2 {s2}_is_made_admin_by_the_whitelist.
str_set_admin_false_s2 {s2}'s_admin_taken_away,_not_on_whitelist.
str_return_set_admin_true_s2 {s2},_You_are_made_admin_by_the_admin_whitelist.
str_return_set_admin_false_s2 {s2},_Your_admin_has_been_taken_away_by_the_admin_whitelist.
str_admin_white_list_is_enabled Admin_whitelist_is_enabled.
str_admin_white_list_is_disabled Admin_whitelist_is_disabled.
str_admin_white_list_added_key_reg0 Added_key:_{reg0}_to_the_admin_whitelist.
str_map_menu __
str_choose_maps Map_selection
str_healed_player_s2_reg4_reg5 Healed_player_{s2}_for_{reg4}%,_current_health:_{reg5}%.
str_healed_player_full_s2_reg4 Healed_player_{s2}_for_{reg4}%,_and_is_now_fully_healed.
str_healed_player_no_more_s2_reg4 Healed_player_{s2}_for_{reg4}%,_and_cannot_be_healed_further.
str_not_healed_player_full_s2 Player_{s2}_is_already_fully_healed.
str_not_healed_player_no_more_s2 Player_{s2}_cannot_be_healed_further.
str_got_healed_player_s2_reg4_reg5 Player_{s2}_healed_you_for_{reg4}%,_current_health:_{reg5}%.
str_got_healed_player_full_s2_reg4 Player_{s2}_healed_you_for_{reg4}%,_you_are_now_fully_healed.
str_got_healed_player_no_more_s2_reg4 Player_{s2}_healed_you_for_{reg4}%,_you_cannot_be_healed_further.
str_not_got_healed_player_full_s2 Player_{s2}_cannot_heal_you,_You_are_already_fully_healed.
str_not_got_healed_player_no_more_s2 Player_{s2}_cannot_heal_you,_you_cannot_be_healed_further.
str_healed_player_horse_s2_reg4_reg5 Healed_player_{s2}'s_horse_for_{reg4}%,_current_health:_{reg5}%.
str_healed_player_horse_full_s2_reg4 Healed_player_{s2}'s_horse_for_{reg4}%,_and_he_is_now_fully_healed.
str_healed_player_horse_no_more_s2_reg4 Healed_player_{s2}'s_horse_for_{reg4}%,_and_he_cannot_be_healed_further.
str_not_healed_player_horse_full_s2 Player_{s2}'s_horse_is_already_fully_healed.
str_not_healed_player_horse_no_more_s2 Player_{s2}'s_horse_cannot_be_healed_further.
str_got_healed_player_horse_s2_reg4_reg5 Player_{s2}_healed_your_horse_for_{reg4}%,_current_health:_{reg5}%.
str_got_healed_player_horse_full_s2_reg4 Player_{s2}_healed_your_horse_for_{reg4}%,_and_he_is_fully_healed.
str_got_healed_player_horse_no_more_s2_reg4 Player_{s2}_healed_your_horse_for_{reg4}%,_and_he_cannot_be_healed_further.
str_not_got_healed_player_horse_full_s2 Player_{s2}_cannot_heal_your_horse,_he_is_already_fully_healed.
str_not_got_healed_player_horse_no_more_s2 Player_{s2}_cannot_heal_your_horse,_he_cannot_be_healed_further.
str_healed_horse_s2_reg4_reg5 Healed_{s2}_horse_for_{reg4}%,_current_health:_{reg5}%.
str_healed_horse_full_s2_reg4 Healed_{s2}_horse_for_{reg4}%,_and_he_is_now_fully_healed.
str_healed_horse_no_more_s2_reg4 Healed_{s2}_horse_for_{reg4}%,_and_he_cannot_be_healed_further.
str_not_healed_horse_full_s2 Player_{s2}_horse_is_already_fully_healed.
str_not_healed_horse_no_more_s2 Player_{s2}_horse_cannot_be_healed_further.
str_royale_weapon_musket Pick_up_a_musket
str_royale_weapon_pistol Pick_up_a_pistol
str_royale_weapon_carabine Pick_up_a_carabine
str_royale_weapon_smallsword Pick_up_a_small_sword
str_royale_weapon_bigsword Pick_up_a_sword
str_royale_weapon_bottle Pick_up_a_bottle
str_royale_weapon_axe Pick_up_a_axe
str_royale_weapon_spear Pick_up_a_polearm
str_royale_weapon_club Pick_up_a_club
str_royale_weapon_tool Pick_up_a_tool
str_royale_weapon_ramrod Pick_up_a_ramrod
str_royale_weapon_lighter Pick_up_a_lighter
str_royale_weapon_ammo Grab_some_ammo
str_royale_weapon_ammo_musket Grab_some_musket_ammo
str_royale_weapon_ammo_pistol Grab_some_pistol_ammo
str_custom_flag_name_1 Custom_Flag_1
str_custom_flag_name_2 Custom_Flag_2
str_custom_flag_name_3 Custom_Flag_3
str_custom_flag_name_4 Custom_Flag_4
str_custom_flag_name_5 Custom_Flag_5
str_custom_flag_name_6 Custom_Flag_6
str_custom_flag_name_7 Custom_Flag_7
str_custom_flag_name_8 Custom_Flag_8
str_custom_flag_name_9 Custom_Flag_9
str_custom_flag_name_10 Custom_Flag_10
str_custom_flag_name_11 Custom_Flag_11
str_custom_flag_name_12 Custom_Flag_12
str_custom_flag_name_13 Custom_Flag_13
str_custom_flag_name_14 Custom_Flag_14
str_custom_flag_name_15 Custom_Flag_15
str_custom_flag_name_16 Custom_Flag_16
str_custom_flag_name_17 Custom_Flag_17
str_custom_flag_name_18 Custom_Flag_18
str_custom_flag_name_19 Custom_Flag_19
str_custom_flag_name_20 Custom_Flag_20
str_custom_flag_name_21 Custom_Flag_21
str_custom_flag_name_22 Custom_Flag_22
str_custom_flag_name_23 Custom_Flag_23
str_custom_flag_name_24 Custom_Flag_24
str_custom_flag_name_25 Custom_Flag_25
str_custom_flag_name_26 Custom_Flag_26
str_custom_flag_name_27 Custom_Flag_27
str_custom_flag_name_28 Custom_Flag_28
str_custom_flag_name_29 Custom_Flag_29
str_custom_flag_name_30 Custom_Flag_30
str_custom_flag_name_31 Custom_Flag_31
str_custom_flag_name_32 Custom_Flag_32
str_custom_flag_name_33 Custom_Flag_33
str_custom_flag_name_34 Custom_Flag_34
str_custom_flag_name_35 Custom_Flag_35
str_custom_flag_name_36 Custom_Flag_36
str_custom_flag_name_37 Custom_Flag_37
str_custom_flag_name_38 Custom_Flag_38
str_custom_flag_name_39 Custom_Flag_39
str_custom_flag_name_40 Custom_Flag_40
str_custom_flag_names_end {!}custom_flag_names_end
str_welcome_message_server Welcome,_{s3},_your_user_ID_is_{reg44}._Please_follow_the_server_rules_and_enjoy_your_stay!
