itm_no_item|INVALID ITEM
itm_british_rifle_beret_2_pl|步 槍 兵 貝 雷 帽 
itm_british_highland_bonnet_ranker|漢 蘭 達 蘇 格 蘭 帽 
itm_british_highland_bonnet_ranker_pl|漢 蘭 達 蘇 格 蘭 帽 
itm_british_highland_bonnet_ensign|漢 蘭 達 蘇 格 蘭 帽 
itm_british_highland_bonnet_ensign_pl|漢 蘭 達 蘇 格 蘭 帽 
itm_british_highland_bonnet_officer|漢 蘭 達 蘇 格 蘭 帽 
itm_british_highland_bonnet_officer_pl|漢 蘭 達 蘇 格 蘭 帽 
itm_british_highland_bonnet_drummer|漢 蘭 達 蘇 格 蘭 帽 
itm_british_highland_bonnet_drummer_pl|漢 蘭 達 蘇 格 蘭 帽 
itm_british_guard_shako_officer|衛 隊 步 兵 軍 帽 
itm_british_guard_shako_officer_pl|衛 隊 步 兵 軍 帽 
itm_british_guard_shako_ranker|衛 隊 步 兵 軍 帽 
itm_british_guard_shako_ranker_pl|衛 隊 步 兵 軍 帽 
itm_33_stovepipe|步 兵 軍 帽 
itm_33_stovepipe_pl|步 兵 軍 帽 
itm_british_lightdragoon_shako_ranker|輕 騎 兵 軍 帽 
itm_british_lightdragoon_shako_ranker_pl|輕 騎 兵 軍 帽 
itm_british_lightdragoon_shako_officer|輕 騎 兵 軍 帽 
itm_british_lightdragoon_shako_officer_pl|輕 騎 兵 軍 帽 
itm_british_lightdragoon_shako_trumpeter|輕 騎 兵 軍 帽 
itm_british_lightdragoon_shako_trumpeter_pl|輕 騎 兵 軍 帽 
itm_british_iniskilling_helmet_ranker|龍 騎 兵 頭 盔 
itm_british_iniskilling_helmet_ranker_pl|龍 騎 兵 頭 盔 
itm_british_iniskilling_helmet_officer|龍 騎 兵 頭 盔 
itm_british_iniskilling_helmet_officer_pl|龍 騎 兵 頭 盔 
itm_british_iniskilling_helmet_trumpeter|龍 騎 兵 頭 盔 
itm_british_iniskilling_helmet_trumpeter_pl|龍 騎 兵 頭 盔 
itm_british_lifeguard_helmet_ranker|騎 馬 衛 隊 頭 盔 
itm_british_lifeguard_helmet_ranker_pl|騎 馬 衛 隊 頭 盔 
itm_british_lifeguard_helmet_officer|騎 馬 衛 隊 頭 盔 
itm_british_lifeguard_helmet_officer_pl|騎 馬 衛 隊 頭 盔 
itm_british_lifeguard_helmet_trumpeter|騎 馬 衛 隊 頭 盔 
itm_british_lifeguard_helmet_trumpeter_pl|騎 馬 衛 隊 頭 盔 
itm_british_kgl_hussar_bearskin|基 加 利 輕 騎 兵 頭 盔 
itm_british_kgl_hussar_bearskin_pl|基 加 利 輕 騎 兵 頭 盔 
itm_british_kgl_hussar_officer_bearskin|基 加 利 輕 騎 兵 頭 盔 
itm_british_kgl_hussar_officer_bearskin_pl|基 加 利 輕 騎 兵 頭 盔 
itm_british_kgl_hussar_bearskin_trumpeter|基 加 利 輕 騎 兵 頭 盔 
itm_british_kgl_hussar_bearskin_trumpeter_pl|基 加 利 輕 騎 兵 頭 盔 
itm_british_wellington_bicorne|惠 靈 頓 雙 角 帽 
itm_british_wellington_bicorne_pl|惠 靈 頓 雙 角 帽 
itm_british_captain_hat|英 國 隊 長 軍 帽 
itm_british_captain_hat_pl|英 國 隊 長 軍 帽 
itm_british_seaman_hat|英 國 海 軍 帽 
itm_british_seaman_hat_pl|英 國 海 軍 帽 
itm_british_seaman_hat_2|英 國 水 手 帽 
itm_british_seaman_hat_2_pl|英 國 水 手 帽 
itm_royal_marine_beret|皇 家 海 軍 貝 雷 帽 
itm_royal_marine_beret_pl|皇 家 海 軍 貝 雷 帽 
itm_royal_marine_hat|皇 家 海 軍 軍 帽 
itm_royal_marine_hat_pl|皇 家 海 軍 軍 帽 
itm_british_surgeon_bicorne|軍 醫 雙 角 帽 
itm_british_surgeon_bicorne_pl|軍 醫 雙 角 帽 
itm_prussian_landwehr_hat|后 備 兵 帽 
itm_prussian_landwehr_hat_pl|后 備 兵 帽 
itm_prussian_landwehr_hat_2|后 備 兵 帽 
itm_prussian_landwehr_hat_2_pl|后 備 兵 帽 
itm_prussian_landwehr_hat_3|后 備 兵 帽 
itm_prussian_landwehr_hat_3_pl|后 備 兵 帽 
itm_prussian_shako|軍 帽 
itm_prussian_shako_pl|軍 帽 
itm_prussian_shako_2|軍 帽 
itm_prussian_shako_2_pl|軍 帽 
itm_prussian_infantry_hat_officer|軍 官 帽 
itm_prussian_infantry_hat_officer_pl|軍 官 帽 
itm_prussian_hussar_shako|輕 騎 兵 軍 帽 
itm_prussian_hussar_shako_pl|輕 騎 兵 軍 帽 
itm_prussian_hussar_officer_shako|輕 騎 兵 軍 帽 
itm_prussian_hussar_officer_shako_pl|輕 騎 兵 軍 帽 
itm_prussian_blucher_hat|布 盧 徹 帽 
itm_prussian_blucher_hat_pl|布 盧 徹 帽 
itm_prussian_arty_shako_officer|炮 兵 軍 帽 
itm_prussian_arty_shako_officer_pl|炮 兵 軍 帽 
itm_prussian_arty_shako_ranker|炮 兵 軍 帽 
itm_prussian_arty_shako_ranker_pl|炮 兵 軍 帽 
itm_prussian_dragoon_shako_officer|龍 騎 兵 軍 帽 
itm_prussian_dragoon_shako_officer_pl|龍 騎 兵 軍 帽 
itm_prussian_dragoon_shako_ranker|龍 騎 兵 軍 帽 
itm_prussian_dragoon_shako_ranker_pl|龍 騎 兵 軍 帽 
itm_prussian_guard_musician_shako|衛 隊 步 兵 軍 帽 
itm_prussian_guard_musician_shako_pl|衛 隊 步 兵 軍 帽 
itm_prussian_guard_colours_shako|衛 隊 步 兵 軍 帽 
itm_prussian_guard_colours_shako_pl|衛 隊 步 兵 軍 帽 
itm_prussian_guard_officer_shako|衛 隊 步 兵 軍 帽 
itm_prussian_guard_officer_shako_pl|衛 隊 步 兵 軍 帽 
itm_prussian_guard_ranker_shako|衛 隊 步 兵 軍 帽 
itm_prussian_guard_ranker_shako_pl|衛 隊 步 兵 軍 帽 
itm_prussian_inf_off_shako|步 兵 軍 帽 
itm_prussian_inf_off_shako_pl|步 兵 軍 帽 
itm_prussian_jaeger_officer_shako|純 毛 軍 帽 
itm_prussian_jaeger_officer_shako_pl|純 毛 軍 帽 
itm_prussian_landwehr_cav_shako|后 備 兵 軍 帽 
itm_prussian_landwehr_cav_shako_pl|后 備 兵 軍 帽 
itm_prussian_landwehr_cav_shako_officer|后 備 兵 軍 帽 
itm_prussian_landwehr_cav_shako_officer_pl|后 備 兵 軍 帽 
itm_prussian_pioneer_shako|先 鋒 軍 帽 
itm_prussian_pioneer_shako_pl|先 鋒 軍 帽 
itm_prussian_shako_colours|步 兵 軍 帽 
itm_prussian_shako_colours_pl|步 兵 軍 帽 
itm_prussian_shako_colours_2|步 兵 軍 帽 
itm_prussian_shako_colours_2_pl|步 兵 軍 帽 
itm_prussian_cuirassier_helmet|胸 甲 騎 兵 頭 盔 
itm_prussian_cuirassier_helmet_pl|胸 甲 騎 兵 頭 盔 
itm_prussian_cuirassier_helmet_trumpet|胸 甲 騎 兵 頭 盔 
itm_prussian_cuirassier_helmet_trumpet_pl|胸 甲 騎 兵 頭 盔 
itm_prussian_freikorps_officer_hat|自 由 軍 團 帽 
itm_prussian_freikorps_officer_hat_pl|自 由 軍 團 帽 
itm_prussian_infantry2_hat|步 兵 帽 
itm_prussian_infantry2_hat_pl|步 兵 帽 
itm_rus_opol_hat_ranker|奧 普 羅 徹 尼 耶 帽 
itm_rus_opol_hat_ranker_pl|奧 普 羅 徹 尼 耶 帽 
itm_rus_opol_hat_officer|奧 普 羅 徹 尼 耶 帽 
itm_rus_opol_hat_officer_pl|奧 普 羅 徹 尼 耶 帽 
itm_bavarian_helmet_other_ranks|巴 伐 利 亞 其 他 等 級 頭 盔 
itm_bavarian_helmet_other_ranks_pl|巴 伐 利 亞 其 他 等 級 頭 盔 
itm_bavarian_helmet_flagcarrier|巴 伐 利 亞 旗 手 頭 盔 
itm_bavarian_helmet_flagcarrier_pl|巴 伐 利 亞 旗 手 頭 盔 
itm_bavarian_helmet_officer|巴 伐 利 亞 軍 官 頭 盔 
itm_bavarian_helmet_officer_pl|巴 伐 利 亞 軍 官 頭 盔 
itm_bavarian_jaeger_helmet_other_ranks|獵 兵 頭 盔 
itm_bavarian_jaeger_helmet_other_ranks_pl|獵 兵 頭 盔 
itm_bavarian_jaeger_helmet_officer|獵 兵 頭 盔 
itm_bavarian_jaeger_helmet_officer_pl|獵 兵 頭 盔 
itm_bavarian_helmet_artillery|炮 兵 頭 盔 
itm_bavarian_helmet_artillery_pl|炮 兵 頭 盔 
itm_bavarian_helmet_train|炮 兵 頭 盔 
itm_bavarian_helmet_train_pl|炮 兵 頭 盔 
itm_bavarian_helmet_artillery_officer|炮 兵 頭 盔 
itm_bavarian_helmet_artillery_officer_pl|炮 兵 頭 盔 
itm_saxon_inf_shako_ranker|步 兵 軍 帽 
itm_saxon_inf_shako_ranker_pl|步 兵 軍 帽 
itm_saxon_inf_shako_nco|步 兵 軍 帽 
itm_saxon_inf_shako_nco_pl|步 兵 軍 帽 
itm_saxon_inf_shako_officer|步 兵 軍 帽 
itm_saxon_inf_shako_officer_pl|步 兵 軍 帽 
itm_saxon_uhlan_shako_ranker|步 兵 軍 帽 
itm_saxon_uhlan_shako_ranker_pl|步 兵 軍 帽 
itm_saxon_uhlan_shako_ranker_alt|步 兵 軍 帽 
itm_saxon_uhlan_shako_ranker_alt_pl|步 兵 軍 帽 
itm_saxon_uhlan_shako_nco|步 兵 軍 帽 
itm_saxon_uhlan_shako_nco_pl|步 兵 軍 帽 
itm_saxon_uhlan_shako_officer|步 兵 軍 帽 
itm_saxon_uhlan_shako_officer_pl|步 兵 軍 帽 
itm_saxon_uhlan_shako_trumpeter|騎 兵 軍 帽 
itm_saxon_uhlan_shako_trumpeter_pl|騎 兵 軍 帽 
itm_hessian_inf_shako_ranker|步 兵 軍 帽 
itm_hessian_inf_shako_ranker_pl|步 兵 軍 帽 
itm_hessian_inf_shako_nco|步 兵 軍 帽 
itm_hessian_inf_shako_nco_pl|步 兵 軍 帽 
itm_hessian_inf_bicorne_officer|步 兵 雙 角 帽 
itm_hessian_inf_bicorne_officer_pl|步 兵 雙 角 帽 
itm_rhine_surgeon_hat|軍 醫 帽 
itm_rhine_surgeon_hat_pl|軍 醫 帽 
itm_westphalian_hat_ranker|熊 皮 帽 
itm_westphalian_hat_ranker_pl|熊 皮 帽 
itm_westphalian_hat_officer|熊 皮 帽 
itm_westphalian_hat_officer_pl|熊 皮 帽 
itm_saxonyking_hat|腓 特 烈 · 奧 古 斯 特 帽 
itm_saxonyking_hat_pl|腓 特 烈 · 奧 古 斯 特 帽 
itm_nassau_jaeger_hat_ranker|熊 皮 帽 
itm_nassau_jaeger_hat_ranker_pl|熊 皮 帽 
itm_nassau_jaeger_hat_officer|熊 皮 帽 
itm_nassau_jaeger_hat_officer_pl|熊 皮 帽 
itm_wurttemberg_helmet_other_ranks|符 騰 堡 其 他 等 級 頭 盔 
itm_wurttemberg_helmet_other_ranks_pl|符 騰 堡 其 他 等 級 頭 盔 
itm_wurttemberg_helmet_flagcarrier|符 騰 堡 旗 手 頭 盔 
itm_wurttemberg_helmet_flagcarrier_pl|符 騰 堡 旗 手 頭 盔 
itm_wurttemberg_helmet_officer|符 騰 堡 軍 官 頭 盔 
itm_wurttemberg_helmet_officer_pl|符 騰 堡 軍 官 頭 盔 
itm_wurttemberg2_helmet_other_ranks|符 騰 堡 其 他 等 級 頭 盔 
itm_wurttemberg2_helmet_other_ranks_pl|符 騰 堡 其 他 等 級 頭 盔 
itm_wurttemberg2_helmet_flagcarrier|符 騰 堡 旗 手 頭 盔 
itm_wurttemberg2_helmet_flagcarrier_pl|符 騰 堡 旗 手 頭 盔 
itm_wurttemberg2_helmet_officer|符 騰 堡 軍 官 頭 盔 
itm_wurttemberg2_helmet_officer_pl|符 騰 堡 軍 官 頭 盔 
itm_berg_pioneer_bearskin|熊 皮 帽 
itm_berg_pioneer_bearskin_pl|熊 皮 帽 
itm_saxon_helmet_other_ranks|薩 克 森 其 他 等 級 頭 盔 
itm_saxon_helmet_other_ranks_pl|薩 克 森 其 他 等 級 頭 盔 
itm_saxon_helmet_flagcarrier|薩 克 森 旗 手 頭 盔 
itm_saxon_helmet_flagcarrier_pl|薩 克 森 旗 手 頭 盔 
itm_saxon_helmet_officer|薩 克 森 軍 官 頭 盔 
itm_saxon_helmet_officer_pl|薩 克 森 軍 官 頭 盔 
itm_saxon_helmet_trumpeter|薩 克 森 軍 官 頭 盔 
itm_saxon_helmet_trumpeter_pl|薩 克 森 軍 官 頭 盔 
itm_westphalian_helmet_other_ranks|威 斯 特 法 倫 其 他 等 級 頭 盔 
itm_westphalian_helmet_other_ranks_pl|威 斯 特 法 倫 其 他 等 級 頭 盔 
itm_westphalian_helmet_flagcarrier|威 斯 特 法 倫 旗 手 頭 盔 
itm_westphalian_helmet_flagcarrier_pl|威 斯 特 法 倫 旗 手 頭 盔 
itm_westphalian_helmet_officer|威 斯 特 法 倫 軍 官 頭 盔 
itm_westphalian_helmet_officer_pl|威 斯 特 法 倫 軍 官 頭 盔 
itm_westphalian_helmet_trumpeter|威 斯 特 法 倫 軍 官 頭 盔 
itm_westphalian_helmet_trumpeter_pl|威 斯 特 法 倫 軍 官 頭 盔 
itm_badner_helmet_flagcarrier|巴 登 旗 手 頭 盔 
itm_badner_helmet_flagcarrier_pl|巴 登 旗 手 頭 盔 
itm_badner_helmet_officer|巴 登 軍 官 頭 盔 
itm_badner_helmet_officer_pl|巴 登 軍 官 頭 盔 
itm_badner_helmet_ranker|巴 登 軍 官 頭 盔 
itm_badner_helmet_ranker_pl|巴 登 軍 官 頭 盔 
itm_badner_helmet_trumpeter|巴 登 軍 官 頭 盔 
itm_badner_helmet_trumpeter_pl|巴 登 軍 官 頭 盔 
itm_pirate_hat|海 盜 帽 
itm_pirate_hat_pl|海 盜 帽 
itm_french_voltigeur_pants|伏 特 哲 爾 褲 
itm_french_voltigeur_pants_pl|伏 特 哲 爾 褲 
itm_french_voltigeur_officer_pants|步 兵 褲 
itm_french_voltigeur_officer_pants_pl|步 兵 褲 
itm_french_dragoon_pants|騎 兵 靴 
itm_french_dragoon_pants_pl|騎 兵 靴 
itm_french_general_boots|將 軍 靴 
itm_french_general_boots_pl|將 軍 靴 
itm_french_grenadiers_a_cheval_pants|騎 兵 靴 
itm_french_grenadiers_a_cheval_pants_pl|騎 兵 靴 
itm_french_vistula_pants|黑 森 靴 
itm_french_vistula_pants_pl|黑 森 靴 
itm_french_lancer_pants|騎 兵 褲 
itm_french_lancer_pants_pl|騎 兵 褲 
itm_french_lancer_officer_pants|騎 兵 褲 
itm_french_lancer_officer_pants_pl|騎 兵 褲 
itm_french_hussards_ranker_pants|騎 兵 褲 
itm_french_hussards_ranker_pants_pl|騎 兵 褲 
itm_french_hussards_officer_pants|騎 兵 褲 
itm_french_hussards_officer_pants_pl|騎 兵 褲 
itm_french_hussards_trumpeter_pants|騎 兵 褲 
itm_french_hussards_trumpeter_pants_pl|騎 兵 褲 
itm_french_sappeur_pants|黑 森 靴 
itm_french_sappeur_pants_pl|黑 森 靴 
itm_french_art_ranker_pants|炮 兵 綁 腿 
itm_french_art_ranker_pants_pl|炮 兵 綁 腿 
itm_french_grap_pants|Grenadier 綁 腿 
itm_french_grap_pants_pl|Grenadier 綁 腿 
itm_fr_arty_captain_bottefortes|炮 兵 靴 
itm_fr_arty_captain_bottefortes_pl|炮 兵 靴 
itm_fr_arty_train_bottefortes|炮 兵 靴 
itm_fr_arty_train_bottefortes_pl|炮 兵 靴 
itm_fr_officer_bottefortes|軍 官 靴 
itm_fr_officer_bottefortes_pl|軍 官 靴 
itm_french_captain_pants|軍 官 靴 
itm_french_captain_pants_pl|軍 官 靴 
itm_french_basic_infantry_pants|步 兵 靴 
itm_french_basic_infantry_pants_pl|步 兵 靴 
itm_french_captain_pants_blue|軍 官 靴 
itm_french_captain_pants_blue_pl|軍 官 靴 
itm_french_equipage_batallion_pants|步 兵 靴 
itm_french_equipage_batallion_pants_pl|步 兵 靴 
itm_french_sailor_pants|步 兵 靴 
itm_french_sailor_pants_pl|步 兵 靴 
itm_french_sailor_pants_female|步 兵 靴 
itm_french_sailor_pants_female_pl|步 兵 靴 
itm_french_surgeon_pants|軍 醫 褲 
itm_french_surgeon_pants_pl|軍 醫 褲 
itm_rus_infantry_pants1|步 兵 綁 腿 
itm_rus_infantry_pants1_pl|步 兵 綁 腿 
itm_rus_infantry_pants2|步 兵 靴 
itm_rus_infantry_pants2_pl|步 兵 靴 
itm_rus_hussar_pants1|騎 兵 綁 腿 
itm_rus_hussar_pants1_pl|騎 兵 綁 腿 
itm_rus_hussar_pants2|騎 兵 綁 腿 
itm_rus_hussar_pants2_pl|騎 兵 綁 腿 
itm_rus_hussar_pants_nco|黑 森 輕 騎 兵 褲 
itm_rus_hussar_pants_nco_pl|黑 森 輕 騎 兵 褲 
itm_rus_hussar_pants_officer|黑 森 輕 騎 兵 褲 
itm_rus_hussar_pants_officer_pl|黑 森 輕 騎 兵 褲 
itm_rus_horse_guard_pants|騎 兵 靴 
itm_rus_horse_guard_pants_pl|騎 兵 靴 
itm_rus_cossack_off_pants|哥 薩 克 褲 
itm_rus_cossack_off_pants_pl|哥 薩 克 褲 
itm_rus_kutuzov_pants|將 軍 靴 
itm_rus_kutuzov_pants_pl|將 軍 靴 
itm_rus_militia_off_pants|民 兵 靴 
itm_rus_militia_off_pants_pl|民 兵 靴 
itm_rus_militia_ranker_pants|民 兵 靴 
itm_rus_militia_ranker_pants_pl|民 兵 靴 
itm_rus_militia_ranker_pants1|民 兵 褲 
itm_rus_militia_ranker_pants1_pl|民 兵 褲 
itm_rus_jaeger_pants|純 毛 靴 
itm_rus_jaeger_pants_pl|純 毛 靴 
itm_rus_arty_pants|炮 兵 靴 
itm_rus_arty_pants_pl|炮 兵 靴 
itm_rus_dragoon_pants1|騎 兵 綁 腿 
itm_rus_dragoon_pants1_pl|騎 兵 綁 腿 
itm_rus_dragoon_pants2|騎 兵 綁 腿 
itm_rus_dragoon_pants2_pl|騎 兵 綁 腿 
itm_rus_uhlan_pants|騎 兵 綁 腿 
itm_rus_uhlan_pants_pl|騎 兵 綁 腿 
itm_austrian_infantry_pants|步 兵 靴 
itm_austrian_infantry_pants_pl|步 兵 靴 
itm_hungarian_pants|步 兵 鞋 
itm_hungarian_pants_pl|步 兵 鞋 
itm_hungarian_pants_officer|步 兵 靴 
itm_hungarian_pants_officer_pl|步 兵 靴 
itm_austrian_jaeger_pants|純 毛 靴 
itm_austrian_jaeger_pants_pl|純 毛 靴 
itm_austrian_jaeger_pants_officer|純 毛 靴 
itm_austrian_jaeger_pants_officer_pl|純 毛 靴 
itm_hungarian_hussar_pants|黑 森 輕 騎 兵 褲 
itm_hungarian_hussar_pants_pl|黑 森 輕 騎 兵 褲 
itm_hungarian_uhlan_pants|黑 森 輕 騎 兵 褲 
itm_hungarian_uhlan_pants_pl|黑 森 輕 騎 兵 褲 
itm_austrian_schwarzenberg_pants|施 瓦 岑 貝 格 褲 
itm_austrian_schwarzenberg_pants_pl|施 瓦 岑 貝 格 褲 
itm_austrian_officer_boots|步 兵 靴 
itm_austrian_officer_boots_pl|步 兵 靴 
itm_austrian_cavalry_boots|騎 兵 靴 
itm_austrian_cavalry_boots_pl|騎 兵 靴 
itm_british_highland_kilt|褶 裙 
itm_british_highland_kilt_pl|褶 裙 
itm_british_highland_kilt_2|褶 裙 
itm_british_highland_kilt_2_pl|褶 裙 
itm_british_highland_kilt_officer|褶 裙 
itm_british_highland_kilt_officer_pl|褶 裙 
itm_british_rifle_captain_pants|步 槍 兵 綁 腿 
itm_british_rifle_captain_pants_pl|步 槍 兵 綁 腿 
itm_british_rifle_pants_green|步 槍 兵 靴 
itm_british_rifle_pants_green_pl|步 槍 兵 靴 
itm_british_rifle_pants_grey|步 槍 兵 靴 
itm_british_rifle_pants_grey_pl|步 槍 兵 靴 
itm_british_rifle_pants_rolled|步 槍 兵 褲 
itm_british_rifle_pants_rolled_pl|步 槍 兵 褲 
itm_british_coldstream_pants|步 兵 褲 
itm_british_coldstream_pants_pl|步 兵 褲 
itm_british_sapper_pants|工 兵 褲 
itm_british_sapper_pants_pl|工 兵 褲 
itm_british_wellington_pants|惠 靈 頓 褲 
itm_british_wellington_pants_pl|惠 靈 頓 褲 
itm_british_light_dragoon_pants|輕 騎 兵 褲 
itm_british_light_dragoon_pants_pl|輕 騎 兵 褲 
itm_british_rocketeer_pants|騎 兵 褲 
itm_british_rocketeer_pants_pl|騎 兵 褲 
itm_british_cav_pants|騎 兵 褲 
itm_british_cav_pants_pl|騎 兵 褲 
itm_british_kgl_hussar_pants|騎 兵 綁 腿 
itm_british_kgl_hussar_pants_pl|騎 兵 綁 腿 
itm_british_kgl_hussar_officer_pants|騎 兵 綁 腿 
itm_british_kgl_hussar_officer_pants_pl|騎 兵 綁 腿 
itm_british_captain_legs|英 國 隊 長 綁 腿 
itm_british_captain_legs_pl|英 國 隊 長 綁 腿 
itm_sailor_pants|水 兵 綁 腿 
itm_sailor_pants_pl|水 兵 綁 腿 
itm_sailor_pants_female|女 性 水 兵 綁 腿 
itm_sailor_pants_female_pl|女 性 水 兵 綁 腿 
itm_prussian_infantry_pants|步 兵 靴 
itm_prussian_infantry_pants_pl|步 兵 靴 
itm_prussian_jaeger_pants|步 兵 靴 
itm_prussian_jaeger_pants_pl|步 兵 靴 
itm_prussian_landwehr_pants|后 備 兵 褲 
itm_prussian_landwehr_pants_pl|后 備 兵 褲 
itm_prussian_landwehr_pants2|后 備 兵 褲 
itm_prussian_landwehr_pants2_pl|后 備 兵 褲 
itm_prussian_blucher_pants|布 盧 徹 褲 
itm_prussian_blucher_pants_pl|布 盧 徹 褲 
itm_prussian_cavalry_pants|騎 兵 褲 
itm_prussian_cavalry_pants_pl|騎 兵 褲 
itm_prussian_cavalry_pants2|騎 兵 褲 
itm_prussian_cavalry_pants2_pl|騎 兵 褲 
itm_prussian_hussar_pants|騎 兵 長 靴 
itm_prussian_hussar_pants_pl|騎 兵 長 靴 
itm_prussian_hussar_pants_officer|黑 森 騎 兵 靴 
itm_prussian_hussar_pants_officer_pl|黑 森 騎 兵 靴 
itm_prussian_freikorps_pants|自 由 軍 團 褲 
itm_prussian_freikorps_pants_pl|自 由 軍 團 褲 
itm_bavarian_infantry_pants|步 兵 靴 
itm_bavarian_infantry_pants_pl|步 兵 靴 
itm_bavarian_pants_officer|步 兵 靴 
itm_bavarian_pants_officer_pl|步 兵 靴 
itm_bavarian_artillery_pants|炮 兵 褲 
itm_bavarian_artillery_pants_pl|炮 兵 褲 
itm_bavarian_artillery_pants_officer|炮 兵 靴 
itm_bavarian_artillery_pants_officer_pl|炮 兵 靴 
itm_saxon_uhlan_pants|騎 兵 靴 
itm_saxon_uhlan_pants_pl|騎 兵 靴 
itm_saxon_uhlan_pants_alt|騎 兵 靴 
itm_saxon_uhlan_pants_alt_pl|騎 兵 靴 
itm_saxon_uhlan_pants_officer|騎 兵 靴 
itm_saxon_uhlan_pants_officer_pl|騎 兵 靴 
itm_hessian_infantry_pants|步 兵 靴 
itm_hessian_infantry_pants_pl|步 兵 靴 
itm_hessian_infantry_pants_officer|步 兵 靴 
itm_hessian_infantry_pants_officer_pl|步 兵 靴 
itm_nassau_jaeger_pants|騎 兵 靴 
itm_nassau_jaeger_pants_pl|騎 兵 靴 
itm_nassau_jaeger_pants_officer|騎 兵 靴 
itm_nassau_jaeger_pants_officer_pl|騎 兵 靴 
itm_wurttemberg_pants_all_ranks|步 兵 靴 
itm_wurttemberg_pants_all_ranks_pl|步 兵 靴 
itm_wurttemberg_pants_officer|步 兵 靴 
itm_wurttemberg_pants_officer_pl|步 兵 靴 
itm_wurttemberg_grenadier_pants|步 兵 靴 
itm_wurttemberg_grenadier_pants_pl|步 兵 靴 
itm_berg_pioneer_pants|步 兵 靴 
itm_berg_pioneer_pants_pl|步 兵 靴 
itm_garde_du_corps_pants_ranker|騎 兵 靴 
itm_garde_du_corps_pants_ranker_pl|騎 兵 靴 
itm_garde_du_corps_pants|騎 兵 靴 
itm_garde_du_corps_pants_pl|騎 兵 靴 
itm_baden_dragoon_pants|騎 兵 靴 
itm_baden_dragoon_pants_pl|騎 兵 靴 
itm_officer_gloves|軍 官 手 套 
itm_officer_gloves_pl|軍 官 手 套 
itm_drummer_gloves|鼓 手 手 套 
itm_drummer_gloves_pl|鼓 手 手 套 
itm_rus_chevgarde_gloves|手 套 
itm_rus_chevgarde_gloves_pl|手 套 
itm_fr_cuirassier_gloves|手 套 
itm_fr_cuirassier_gloves_pl|手 套 
itm_fr_artillery_gloves|手 套 
itm_fr_artillery_gloves_pl|手 套 
itm_br_cavalry_gloves|手 套 
itm_br_cavalry_gloves_pl|手 套 
itm_br_horseguard_gloves|手 套 
itm_br_horseguard_gloves_pl|手 套 
itm_br_cavalry_gloves_short|手 套 
itm_br_cavalry_gloves_short_pl|手 套 
itm_br_horseguard_gloves_short|手 套 
itm_br_horseguard_gloves_short_pl|手 套 
itm_hussar_horse_french|輕 型 馬 
itm_hussar_horse_french_pl|輕 型 馬 
itm_hussar_horse_french_trumpet|輕 型 馬 
itm_hussar_horse_french_trumpet_pl|輕 型 馬 
itm_lancer_horse_french|輕 型 馬 
itm_lancer_horse_french_pl|輕 型 馬 
itm_lancer_horse_french_trumpet|輕 型 馬 
itm_lancer_horse_french_trumpet_pl|輕 型 馬 
itm_dragoon_horse_french|中 型 馬 
itm_dragoon_horse_french_pl|中 型 馬 
itm_dragoon_horse_french_trumpet|中 型 馬 
itm_dragoon_horse_french_trumpet_pl|中 型 馬 
itm_cuirassier_horse_french|重 型 馬 
itm_cuirassier_horse_french_pl|重 型 馬 
itm_cuirassier_horse_french_officer|重 型 馬 
itm_cuirassier_horse_french_officer_pl|重 型 馬 
itm_cuirassier_horse_french_trumpet|重 型 馬 
itm_cuirassier_horse_french_trumpet_pl|重 型 馬 
itm_carabineer_horse_french|重 型 馬 
itm_carabineer_horse_french_pl|重 型 馬 
itm_carabineer_horse_french_officer|重 型 馬 
itm_carabineer_horse_french_officer_pl|重 型 馬 
itm_carabineer_horse_french_trumpet|重 型 馬 
itm_carabineer_horse_french_trumpet_pl|重 型 馬 
itm_heavy_horse_french|重 型 馬 
itm_heavy_horse_french_pl|重 型 馬 
itm_heavy_horse_french_trumpet|重 型 馬 
itm_heavy_horse_french_trumpet_pl|重 型 馬 
itm_lightdragoon_horse_britain_1|輕 型 馬 
itm_lightdragoon_horse_britain_1_pl|輕 型 馬 
itm_lightdragoon_horse_britain_2|輕 型 馬 
itm_lightdragoon_horse_britain_2_pl|輕 型 馬 
itm_lightdragoon_horse_britain_3|輕 型 馬 
itm_lightdragoon_horse_britain_3_pl|輕 型 馬 
itm_lightdragoon_horse_britain_4|輕 型 馬 
itm_lightdragoon_horse_britain_4_pl|輕 型 馬 
itm_kgl_horse_britain|輕 型 馬 
itm_kgl_horse_britain_pl|輕 型 馬 
itm_heavydragoon_horse_britain|重 型 馬 
itm_heavydragoon_horse_britain_pl|重 型 馬 
itm_heavy_horse_britain|重 型 馬 
itm_heavy_horse_britain_pl|重 型 馬 
itm_lancer_horse_prussia_1|輕 型 馬 
itm_lancer_horse_prussia_1_pl|輕 型 馬 
itm_lancer_horse_prussia_2|輕 型 馬 
itm_lancer_horse_prussia_2_pl|輕 型 馬 
itm_hussar_horse_prussia_1|輕 型 馬 
itm_hussar_horse_prussia_1_pl|輕 型 馬 
itm_hussar_horse_prussia_2|輕 型 馬 
itm_hussar_horse_prussia_2_pl|輕 型 馬 
itm_dragoon_horse_prussia_1|中 型 馬 
itm_dragoon_horse_prussia_1_pl|中 型 馬 
