str_no_string|NO STRING!
str_mission_briefing_1|1805年 12月 1日 ^暫 時 的 休 整 很 不 錯 ， 但 現 在 我 們 將 會 再 次 出 征 。 贊 美 上 帝 ， 這 將 是 我 們 最 后 努 力 ！ ^據 說 我 們 將 會 直 接 進 入 戰 場 。 ^^我 們 在 維 也 納 市 郊 的 時 光 無 疑 是 最 美 好 的 幾 天 。 這 是 個 富 裕 的 村 莊 ^有 寬 敞 乾 淨 的 房 間 和 美 妙 的 酒 食 --當 然 ， 還 有 都 來 幫 助 我 們 的 漂 亮 姑 娘 們 。 ^這 讓 我 們 恢 復 了 精 力 。 ^在 惡 劣 的 天 氣 下 無 止 盡 的 行 軍 ， 讓 我 們 已 經 動 搖 了 。 追 趕 撤 退 的 聯 軍 ^使 我 們 精 疲 力 盡 。 暫 時 遺 忘 一 切 很 好 。 ^^但 我 們 安 寧 的 休 整 戛 然 而 止 ； 我 們 接 到 命 令 ^盡 可 能 快 的 重 新 加 入 大 軍 ， 所 以 現 在 我 們 再 次 瘋 狂 的 向 戰 場 行 軍 。 通 過 急 行 軍 ， ^我 們 幾 乎 將 大 半 軍 團 拋 在 了 后 方 ， 但 是 弗 里 安 特 將 軍 決 定 要 準 時 到 達 戰 場 ， ^而 且 將 不 會 停 歇 等 待 援 軍 加 入 我 們 。 ^^聯 軍 說 他 們 的 軍 隊 人 數 遠 遠 超 過 我 們 ， 特 別 是 騎 兵 。 看 來 ^戰 爭 將 是 防 御 性 的 ， 但 情 況 仍 不 清 楚 。 一 個 從 皇 帝 陛 下 那 兒 來 的 信 使 ^在 經 過 我 們 縱 隊 時 通 知 我 們 ， 我 們 的 后 衛 部 隊 被 迫 后 退 到 ^維 紹 市 附 近 ， 並 往 奧 斯 特 里 茨 方 向 撤 退 。 ^^我 不 敢 說 會 如 何 ， 但 接 下 來 的 將 要 進 行 的 戰 鬥 讓 我 心 裡 充 滿 了 恐 懼 。 好 吧 ， 我 得 說 上 次 的 馬 倫 戈 戰 役 是 我 參 加 過 的 最 大 的 一 場 戰 役 ， ^這 幾 乎 是 5年 前 的 事 了 。 我 依 然 記 得 ^那 天 我 看 見 的 可 怕 場 景 ； 想 到 它 就 使 我 全 身 打 顫 ^幸 運 的 是 ， 到 目 前 為 止 ， 我 已 經 能 夠 隱 藏 我 的 感 受 ； ^我 們 的 人 鄙 視 懦 弱 ， 並 把 它 當 做 叛 國 。 
str_mission_briefing_2|1805年 12月 1日 ^暫 時 的 休 整 很 不 錯 ， 但 現 在 我 們 將 會 再 次 出 征 。 贊 美 上 帝 ， 這 將 是 我 們 最 后 努 力 ！ ^據 說 我 們 將 會 直 接 進 入 戰 場 。 ^^我 們 在 維 也 納 市 郊 的 時 光 無 疑 是 最 美 好 的 幾 天 。 這 是 個 富 裕 的 村 莊 ^有 寬 敞 乾 淨 的 房 間 和 美 妙 的 酒 食 --當 然 ， 還 有 都 來 幫 助 我 們 的 漂 亮 姑 娘 們 。 ^這 讓 我 們 恢 復 了 精 力 。 ^在 惡 劣 的 天 氣 下 無 止 盡 的 行 軍 ， 讓 我 們 已 經 動 搖 了 。 追 趕 撤 退 的 聯 軍 ^使 我 們 精 疲 力 盡 。 暫 時 遺 忘 一 切 很 好 。 ^^但 我 們 安 寧 的 休 整 戛 然 而 止 ； 我 們 接 到 命 令 ^盡 可 能 快 的 重 新 加 入 大 軍 ， 所 以 現 在 我 們 再 次 瘋 狂 的 向 戰 場 行 軍 。 通 過 急 行 軍 ， ^我 們 幾 乎 將 大 半 軍 團 拋 在 了 后 方 ， 但 是 弗 里 安 特 將 軍 決 定 要 準 時 到 達 戰 場 ， ^而 且 將 不 會 停 歇 等 待 援 軍 加 入 我 們 。 ^^聯 軍 說 他 們 的 軍 隊 人 數 遠 遠 超 過 我 們 ， 特 別 是 騎 兵 。 看 來 ^戰 爭 將 是 防 御 性 的 ， 但 情 況 仍 不 清 楚 。 一 個 從 皇 帝 陛 下 那 兒 來 的 信 使 ^在 經 過 我 們 縱 隊 時 通 知 我 們 ， 我 們 的 后 衛 部 隊 被 迫 后 退 到 ^維 紹 市 附 近 ， 並 往 奧 斯 特 里 茨 方 向 撤 退 。 ^^我 不 敢 說 會 如 何 ， 但 接 下 來 的 將 要 進 行 的 戰 鬥 讓 我 心 裡 充 滿 了 恐 懼 。 好 吧 ， 我 得 說 上 次 的 馬 倫 戈 戰 役 是 我 參 加 過 的 最 大 的 一 場 戰 役 ， ^這 幾 乎 是 5年 前 的 事 了 。 我 依 然 記 得 ^那 天 我 看 見 的 可 怕 場 景 ； 想 到 它 就 使 我 全 身 打 顫 ^幸 運 的 是 ， 到 目 前 為 止 ， 我 已 經 能 夠 隱 藏 我 的 感 受 ； ^我 們 的 人 鄙 視 懦 弱 ， 並 把 它 當 做 叛 國 。 
str_mission_briefing_3|1813年 8月 26日 ， ^我 們 準 備 向 德 雷 斯 頓 行 軍 ， 那 裡 的 一 小 支 駐 守 部 隊 ^已 經 被 聯 軍 以 絕 對 優 勢 的 兵 力 包 圍 。 炮 火 是 如 此 的 強 大 以 至 於 10公 裡 外 的 窗 玻 璃 都 在 震 動 。 ^^我 們 最 初 的 計 劃 是 襲 擊 並 破 壞 盟 軍 的 訊 息 交 流 。 ^但 是 在 得 知 撒 克 遜 首 府 受 到 威 脅 后 ， 皇 帝 於 兩 日 前 更 改 了 計 劃 。 ^當 他 發 覺 到 這 次 威 脅 的 程 度 之 后 ， 他 派 我 們 來 守 衛 這 座 城 市 。 ^而 他 和 范 達 梅 將 軍 指 揮 大 部 隊 繼 續 襲 擊 的 原 計 劃 。 ^不 出 意 外 的 話 ， 聯 軍 會 繼 續 他 們 攻 佔 德 雷 斯 頓 的 企 圖 ， ^ 德 雷 斯 頓 的 防 御 很 糟 糕 ， 人 員 也 不 足 。 但 拿 破 侖 打 算 讓 聯 軍 吃 個 苦 頭 ， ^^因 為 聯 軍 沒 有 偵 查 我 們 接 近 的 區 域 。 我 們 擁 有 強 大 的 軍 隊 以 及 許 多 由 穆 拉 特 公 爵 親 自 率 領 的 騎 兵 。 ^遺 憾 的 是 ， 天 氣 看 起 來 會 變 得 越 來 越 糟 ， 很 可 能 會 在 我 們 抵 達 德 雷 斯 頓 的 時 候 下 起 雨 來 。 ^在 這 種 情 況 下 ， 騎 兵 能 提 供 給 我 們 的 幫 助 會 顯 著 降 低 。 ^^但 就 我 而 言 ， 我 期 待 這 場 戰 鬥 。 我 們 終 於 可 以 為 這 6個 月 以 來 所 遭 受 的 向 俄 國 人 復 仇 了 。 ^我 試 著 忘 記 在 莫 斯 科 到 貝 爾 齊 納 河 的 路 上 所 目 睹 的 悲 慘 景 象 ， ^這 些 噩 夢 般 的 景 象 仍 然 在 我 腦 海 中 環 繞 。 ^這 些 噩 夢 或 許 會 纏 著 我 直 到 我 生 命 的 最 后 一 天 。 ^我 們 必 須 贏 得 這 次 戰 鬥 ， 以 及 這 場 戰 爭 ， 我 們 的 同 志 們 不 能 就 這 樣 白 白 死 去 。 
str_mission_briefing_4|1812年 9月 5日 ， ^^我 逐 漸 厭 倦 了 這 場 戰 爭 。 行 軍 之 苦 尚 可 忍 受 ， 但 過 去 這 幾 天 變 得 非 常 難 熬 ， ^我 直 到 現 在 才 從 疾 病 中 恢 復 過 來 。 突 襲 和 這 氣 候 都 太 可 怕 了 ！ ^炎 熱 的 白 天 ， 寒 冷 的 夜 晚 ， 乾 燥 的 空 氣 。 再 也 看 不 到 任 何 俄 國 農 夫 。 他 們 燒 毀 了 他 們 的 房 屋 田 園 后 逃 走 ， ^隻 留 下 一 點 點 東 西 來 支 撐 著 我 們 向 莫 斯 科 長 途 跋 涉 。 ^^我 們 的 人 都 變 得 厭 倦 起 來 。 很 長 一 段 時 間 后 ， 他 們 追 到 了 潰 逃 的 敵 人 ， ^他 們 為 此 感 到 高 興 ， 因 為 這 種 跋 涉 總 算 要 結 束 了 。 他 們 很 樂 意 迎 接 即 將 到 來 的 戰 鬥 。 ^我 們 稱 俄 羅 斯 人 為 懦 夫 ， 心 裡 想 象 著 一 次 乾 淨 利 落 的 勝 利 ， 這 樣 我 們 就 可 以 回 到 我 們 所 愛 的 人 的 懷 裡 。 ^我 們 的 士 兵 甚 至 請 求 在 戰 鬥 中 穿 上 閱 兵 用 的 禮 服 。 我 們 美 好 的 願 望 和 行 軍 帶 來 的 疲 倦 蒙 蔽 了 我 們 的 雙 眼 ： ^我 們 沒 能 發 現 最 嚴 峻 的 挑 戰 已 經 來 臨 。 ^^與 此 同 時 ， 俄 國 士 兵 們 停 止 了 撤 退 ， 並 為 了 最 后 的 決 戰 挖 起 了 工 事 。 ^^他 們 在 謝 伐 底 諾 建 了 一 座 巨 大 防 御 陣 地 。 它 遠 離 自 己 的 后 方 陣 地 ， ^這 使 得 它 成 為 一 個 很 好 的 目 標 。 馬 歇 爾 · 達 武 已 經 收 到 盡 快 佔 領 那 座 堡 壘 的 命 令 。 ^在 這 次 戰 鬥 中 ， 我 將 加 入 康 龐 將 軍 的 部 隊 以 確 保 一 切 都 按 計 劃 進 行 。 ^^但 我 非 常 謹 慎 因 為 我 以 前 從 未 見 過 這 種 防 御 工 事 ！ 我 現 在 覺 得 這 些 俄 羅 斯 人 並 不 是 懦 夫 ， ^他 們 不 會 再 繼 續 撤 退 ， 而 是 準 備 與 這 扑 向 莫 斯 科 的 死 亡 氣 息 奮 戰 。 
str_mission_briefings_end|任 務 簡 報 結 束 。 
str_map_changed|地 圖 開 始 。 
str_round_changed|回 合 結 束 。 
str_teamkilled_s1_s2_horse|{s1}誤 殺 {s2}的 馬 。 
str_teamwounded_s1_s2|{s1}誤 傷 {s2} {reg60}點 傷 害 。 
str_teamwounded_s1_s2_horse|{s1}誤 傷 {s2}的 馬 {reg60}點 傷 害 。 
str_revive_player|復 活 玩 家 
str_revive_all|復 活 所 有 人 
str_revive_player_s2_s3|{s2}復 活 了 玩 家 {s3}。 
str_revive_all_s2|{s2}復 活 了 所 有 人 。 
str_cheat_god_mode|無 敵 模 式 
str_cheat_god_mode_s3_s2|{s2}給 {s3}開 啟 了 無 敵 模 式 。 
str_cheat_god_mode_s3_s2_2|{s2}關 閉 了 {s3}的 無 敵 模 式 。 
str_suicide_player|自 殺 
str_s2_suicide|{s2}自 殺 了 。 
str_admin_set_limit_surgeon_s0_reg1|{s0}將 軍 醫 比 率 設 置 為 隊 伍 的 {reg1}%。 
str_limit_surgeon|每 隊 軍 醫 最 大 數 量 百 分 比 (%)： 
str_admin_set_limit_arty_train_s0_reg1|{s0}將 炮 兵 輜 重 比 率 設 置 為 隊 伍 的 {reg1}%。 
str_limit_arty_train|每 隊 炮 兵 輜 重 最 大 數 量 百 分 比 (%)： 
str_admin_set_groupfight_mode_s0_s9|{s0}將 團 隊 戰 鬥 模 式 設 置 為 {s9}。 
str_groupfight_mode|團 隊 近 戰 模 式 
str_admin_set_competitive_score_mode_s0_s9|{s0}將 競 技 積 分 模 式 設 置 為 {s9}。 
str_competitive_score_mode|競 技 積 分 模 式 
str_more_admin_tools|更 多 管 理 員 工 具 
str_choose_an_admin_tool|選 擇 一 個 管 理 員 工 具 
str_spawn_player|重 生 玩 家 
str_spawn_all|重 生 所 有 人 
str_spawn_all_s2|{s2}重 生 了 所 有 人 。 
str_spawn_player_s2_s3|{s2}重 生 了 玩 家 {s3}。 
str_welcome_message_toggle|歡 迎 信 息 被 設 置 成 {s9}。 
str_commit_suicide|你 確 定 要 自 殺 嗎 ？ 
str_no_line_inf_spread|禁 用 線 列 步 兵 散 開 靠 攏 
str_admin_set_no_line_inf_spread_s0_s9|{s0}將 禁 用 線 列 步 兵 散 開 靠 攏 設 置 為 {s9}。 
str_line_inf_spread|當 前 伺 服 器 禁 用 線 列 步 兵 散 開 靠 攏 。 提 示 ！ 改 變 行 數 來 使 士 兵 散 開 靠 攏 。 
str_num_custom_maps|選 擇 自 定 義 地 圖 的 數 量 : 
str_admin_set_num_custom_maps_s0_reg1|{s0}將 自 定 義 地 圖 的 數 量 設 置 為 {reg1}。 
str_no_rambo|禁 止 玩 家 單 兵 作 戰 
str_no_rambo_warning|你 距 離 你 的 小 隊 太 遠 了 ！ 你 將 無 法 對 敵 軍 造 成 傷 害 。 
str_admin_set_no_rambo_s0_s9|{s0}將 禁 止 玩 家 單 兵 作 戰 設 置 為 {s9}。 
str_no_rambo_range|和 小 隊 最 大 距 離 限 制 （ 米 ） （ 非 單 兵 作 戰 ）： 
str_admin_set_no_rambo_range_s0_reg1|{s0}將 小 隊 最 大 距 離 限 制 設 置 為 {reg1}米 （ 非 單 兵 作 戰 ） 。
str_set_admin_true_s2|管 理 員 白 名 單 將 {s2}設 置 為 管 理 員 。 
str_set_admin_false_s2|管 理 員 白 名 單 已 取 消 {s2}的 管 理 員 身 份 。  
str_return_set_admin_true_s2|{s2}， 管 理 員 白 名 單 將 你 設 置 為 管 理 員 。
str_return_set_admin_false_s2|{s2}， 管 理 員 白 名 單 已 取 消 你 的 管 理 員 身 份 。 
str_admin_white_list_is_enabled|管 理 員 白 名 單 已 啟 用 。 
str_admin_white_list_is_disabled|管 理 員 白 名 單 已 禁 用 。
str_admin_white_list_added_key_reg0|添 加 ID： {reg0}到 管 理 員 白 名 單 。 
str_healed_player_s2_reg4_reg5|給 玩 家 {s2}恢 復 了 {reg4}%的 生 命 值 ， 當 前 生 命 值 ： {reg5}%。 
str_healed_player_full_s2_reg4|給 玩 家 {s2}恢 復 了 {reg4}%的 生 命 值 ， 他 已 痊 愈 。 
str_healed_player_no_more_s2_reg4|給 玩 家 {s2}恢 復 了 {reg4}%的 生 命 值 ， 無 法 進 一 步 醫 治 了 。 
str_not_healed_player_full_s2|玩 家 {s2}已 痊 愈 。 
str_not_healed_player_no_more_s2|玩 家 {s2}無 法 被 進 一 步 醫 治 了 。 
str_got_healed_player_s2_reg4_reg5|玩 家 {s2}給 你 恢 復 了 {reg4}%的 生 命 值 ， 當 前 生 命 值 ： {reg5}%。 
str_got_healed_player_full_s2_reg4|玩 家{s2}給 你 恢 復 了 {reg4}%的 生 命 值 ， 你 已 痊 愈 。 
str_got_healed_player_no_more_s2_reg4|玩 家{s2}給 你 恢 復 了 {reg4}%的 生 命 值 ， 你 無 法 被 進 一 步 醫 治 了 。 
str_not_got_healed_player_full_s2|玩 家 {s2}無 法 醫 治 你 ，你 已 痊 愈 。 
str_not_got_healed_player_no_more_s2|玩 家 {s2}無 法 醫 治 你 ， 你 無 法 被 進 一 步 醫 治 了 。 
str_healed_player_horse_s2_reg4_reg5|給 玩 家 {s2}的 馬 恢 復 了 {reg4}%的 生 命 值 ， 當 前 生 命 值 ： {reg5}%。 
str_healed_player_horse_full_s2_reg4|給 玩 家 {s2}的 馬 恢 復 了 {reg4}%的 生 命 值 ， 它 已 痊 愈 。 
str_healed_player_horse_no_more_s2_reg4|給 玩 家 {s2}的 馬 恢 復 了 {reg4}%的 生 命 值 ， 它 無 法 被 進 一 步 醫 治 了 。 
str_not_healed_player_horse_full_s2|玩 家 {s2}的 馬 已 痊 愈 。
str_not_healed_player_horse_no_more_s2|玩 家 {s2}的 馬 無 法 被 進 一 步 醫 治 了 。 
str_got_healed_player_horse_s2_reg4_reg5|玩 家 {s2}給 你 的 馬 恢 復 了 {reg4}%的 生 命 值 ， 當 前 生 命 值 ： {reg5}%。 
str_got_healed_player_horse_full_s2_reg4|玩 家 {s2}給 你 的 馬 恢 復 了 {reg4}%的 生 命 值 ， 它 已 痊 愈 。 
str_got_healed_player_horse_no_more_s2_reg4|玩 家 {s2}給 你 的 馬 恢 復 了 {reg4}%的 生 命 值 ， 它 無 法 被 進 一 步 醫 治 了 。 
str_not_got_healed_player_horse_full_s2|玩 家 {s2}無 法 醫 治 你 的 馬 ， 它 已 痊 愈 。 
str_not_got_healed_player_horse_no_more_s2|玩 家 {s2}無 法 醫 治 你 的 馬 ， 它 無 法 被 進 一 步 醫 治 了 。
str_healed_horse_s2_reg4_reg5|給 {s2}馬 恢 復 了 {reg4}%的 生 命 值 ， 當 前 生 命 值 ： {reg5}%。 
str_healed_horse_full_s2_reg4|給 {s2}馬 恢 復 了 {reg4}%的 生 命 值 ， 它 已 痊 愈 。 
str_healed_horse_no_more_s2_reg4|給 {s2}馬 恢 復 了 {reg4}%的 生 命 值 ， 它 無 法 被 進 一 步 醫 治 了 。 
str_not_healed_horse_full_s2|玩 家 {s2}的 馬 已 痊 愈 。 
str_not_healed_horse_no_more_s2|玩 家 {s2}的 馬 無 法 被 進 一 步 醫 治 了 。 
str_royale_weapon_musket|裝 備 火 槍 
str_royale_weapon_pistol|裝 備 手 槍 
str_royale_weapon_carabine|裝 備 卡 賓 槍 
str_royale_weapon_smallsword|裝 備 短 劍 
str_royale_weapon_bigsword|裝 備 劍 
str_royale_weapon_bottle|裝 備 瓶 子 
str_royale_weapon_axe|裝 備 斧 頭 
str_royale_weapon_spear|裝 備 長 杆 武 器 
str_royale_weapon_club|裝 備 木 棍 
str_royale_weapon_tool|裝 備 工 具 
str_royale_weapon_ramrod|裝 備 推 彈 杆 
str_royale_weapon_lighter|裝 備 大 炮 點 火 器 
str_royale_weapon_ammo|裝 備 彈 藥 
str_royale_weapon_ammo_pistol|裝 備 手 槍 彈 藥 
str_royale_weapon_ammo_musket|裝 備 火 槍 彈 藥 
str_welcome_message_server|歡 迎 ， {s3}， 你 的 用 戶 ID是 {reg44}。 請 遵 守 規 則 ， 玩 得 愉 快 ！ 
