itm_no_item|falsches item
itm_austrian_infantry_pants|Infantry Boots
itm_austrian_infantry_pants_pl|Infantry Boots
itm_hungarian_pants|Infantry Shoes
itm_hungarian_pants_pl|Infantry Shoes
itm_hungarian_pants_officer|Infantry Boots
itm_hungarian_pants_officer_pl|Infantry Boots
itm_austrian_jaeger_pants|Jaeger Boots
itm_austrian_jaeger_pants_pl|Jaeger Boots
itm_austrian_jaeger_pants_officer|Jaeger Boots
itm_austrian_jaeger_pants_officer_pl|Jaeger Boots
itm_hungarian_hussar_pants|Hussar Hessians
itm_hungarian_hussar_pants_pl|Hussar Hessians
itm_hungarian_uhlan_pants|Hussar Hessians
itm_hungarian_uhlan_pants_pl|Hussar Hessians
itm_austrian_schwarzenberg_pants|Schwarzenberg's Pants
itm_austrian_schwarzenberg_pants_pl|Schwarzenberg's Pants
itm_austrian_officer_boots|Infantry Boots
itm_austrian_officer_boots_pl|Infantry Boots
itm_austrian_cavalry_boots|Cavalry Boots
itm_austrian_cavalry_boots_pl|Cavalry Boots
itm_british_highland_kilt|Kilt
itm_british_highland_kilt_pl|Kilt
itm_british_highland_kilt_2|Kilt
itm_british_highland_kilt_2_pl|Kilt
itm_british_highland_kilt_officer|Kilt
itm_british_highland_kilt_officer_pl|Kilt
itm_british_rifle_captain_pants|Rifleman Gaiters
itm_british_rifle_captain_pants_pl|Rifleman Gaiters
itm_british_rifle_pants_green|Rifleman Boots
itm_british_rifle_pants_green_pl|Rifleman Boots
itm_british_rifle_pants_grey|Rifleman Boots
itm_british_rifle_pants_grey_pl|Rifleman Boots
itm_british_rifle_pants_rolled|Rifleman Pants
itm_british_rifle_pants_rolled_pl|Rifleman Pants
itm_british_coldstream_pants|Infantry Pants
itm_british_coldstream_pants_pl|Infantry Pants
itm_british_sapper_pants|Sapper Pants
itm_british_sapper_pants_pl|Sapper Pants
itm_british_wellington_pants|Wellington's Pants
itm_british_wellington_pants_pl|Wellington's Pants
itm_british_light_dragoon_pants|Light Dragoon Pants
itm_british_light_dragoon_pants_pl|Light Dragoon Pants
itm_british_rocketeer_pants|Cavalry Pants
itm_british_rocketeer_pants_pl|Cavalry Pants
itm_british_cav_pants|Cavalry Pants
itm_british_cav_pants_pl|Cavalry Pants
itm_british_kgl_hussar_pants|Cavalry Pants
itm_british_kgl_hussar_pants_pl|Cavalry Pants
itm_british_kgl_hussar_officer_pants|Cavalry Pants
itm_british_kgl_hussar_officer_pants_pl|Cavalry Pants
itm_british_captain_legs|british captain legs
itm_british_captain_legs_pl|british captain legs
itm_sailor_pants|sailor pants
itm_sailor_pants_pl|sailor pants
itm_sailor_pants_female|sailor pants female
itm_sailor_pants_female_pl|sailor pants female
itm_prussian_infantry_pants|Infantry Boots
itm_prussian_infantry_pants_pl|Infantry Boots
itm_prussian_jaeger_pants|Infantry Boots
itm_prussian_jaeger_pants_pl|Infantry Boots
itm_prussian_landwehr_pants|Landwehr Pants
itm_prussian_landwehr_pants_pl|Landwehr Pants
itm_prussian_landwehr_pants2|Landwehr Pants
itm_prussian_landwehr_pants2_pl|Landwehr Pants
itm_prussian_blucher_pants|Blucher's Pants
itm_prussian_blucher_pants_pl|Blucher's Pants
itm_prussian_cavalry_pants|Cavalry Pants
itm_prussian_cavalry_pants_pl|Cavalry Pants
itm_prussian_cavalry_pants2|Cavalry Pants
itm_prussian_cavalry_pants2_pl|Cavalry Pants
itm_prussian_hussar_pants|Cavalry Boots
itm_prussian_hussar_pants_pl|Cavalry Boots
itm_prussian_hussar_pants_officer|Cavalry Hessians
itm_prussian_hussar_pants_officer_pl|Cavalry Hessians
itm_prussian_freikorps_pants|Freikorps Pants
itm_prussian_freikorps_pants_pl|Freikorps Pants
itm_bavarian_infantry_pants|Infantry Boots
itm_bavarian_infantry_pants_pl|Infantry Boots
itm_bavarian_pants_officer|Infantry Boots
itm_bavarian_pants_officer_pl|Infantry Boots
itm_bavarian_artillery_pants|Artillery Pants
itm_bavarian_artillery_pants_pl|Artillery Pants
itm_bavarian_artillery_pants_officer|Artillery Boots
itm_bavarian_artillery_pants_officer_pl|Artillery Boots
itm_saxon_uhlan_pants|Cavalry Boots
itm_saxon_uhlan_pants_pl|Cavalry Boots
itm_saxon_uhlan_pants_alt|Cavalry Boots
itm_saxon_uhlan_pants_alt_pl|Cavalry Boots
itm_saxon_uhlan_pants_officer|Cavalry Boots
itm_saxon_uhlan_pants_officer_pl|Cavalry Boots
itm_hessian_infantry_pants|Infantry Boots
itm_hessian_infantry_pants_pl|Infantry Boots
itm_hessian_infantry_pants_officer|Infantry Boots
itm_hessian_infantry_pants_officer_pl|Infantry Boots
itm_nassau_jaeger_pants|Cavalry Boots
itm_nassau_jaeger_pants_pl|Cavalry Boots
itm_nassau_jaeger_pants_officer|Cavalry Boots
itm_nassau_jaeger_pants_officer_pl|Cavalry Boots
itm_wurttemberg_pants_all_ranks|Infantry Boots
itm_wurttemberg_pants_all_ranks_pl|Infantry Boots
itm_wurttemberg_pants_officer|Infantry Boots
itm_wurttemberg_pants_officer_pl|Infantry Boots
itm_wurttemberg_grenadier_pants|Infantry Boots
itm_wurttemberg_grenadier_pants_pl|Infantry Boots
itm_berg_pioneer_pants|Infantry Boots
itm_berg_pioneer_pants_pl|Infantry Boots
itm_garde_du_corps_pants_ranker|Cavalry Boots
itm_garde_du_corps_pants_ranker_pl|Cavalry Boots
itm_garde_du_corps_pants|Cavalry Boots
itm_garde_du_corps_pants_pl|Cavalry Boots
itm_baden_dragoon_pants|Cavalry Boots
itm_baden_dragoon_pants_pl|Cavalry Boots
itm_officer_gloves|Officer Gloves
itm_officer_gloves_pl|Officer Gloves
itm_drummer_gloves|Drummer Gloves
itm_drummer_gloves_pl|Drummer Gloves
itm_rus_chevgarde_gloves|Gloves
itm_rus_chevgarde_gloves_pl|Gloves
itm_fr_cuirassier_gloves|Gloves
itm_fr_cuirassier_gloves_pl|Gloves
itm_fr_artillery_gloves|Gloves
itm_fr_artillery_gloves_pl|Gloves
itm_br_cavalry_gloves|Gloves
itm_br_cavalry_gloves_pl|Gloves
itm_br_horseguard_gloves|Gloves
itm_br_horseguard_gloves_pl|Gloves
itm_br_cavalry_gloves_short|Gloves
itm_br_cavalry_gloves_short_pl|Gloves
itm_br_horseguard_gloves_short|Gloves
itm_br_horseguard_gloves_short_pl|Gloves
itm_hussar_horse_french|Leichtes Pferd
itm_hussar_horse_french_pl|Leichtes Pferd
itm_hussar_horse_french_trumpet|Leichtes Pferd
itm_hussar_horse_french_trumpet_pl|Leichtes Pferd
itm_lancer_horse_french|Leichtes Pferd
itm_lancer_horse_french_pl|Leichtes Pferd
itm_lancer_horse_french_trumpet|Leichtes Pferd
itm_lancer_horse_french_trumpet_pl|Leichtes Pferd
itm_dragoon_horse_french|Normales Pferd
itm_dragoon_horse_french_pl|Normales Pferd
itm_dragoon_horse_french_trumpet|Normales Pferd
itm_dragoon_horse_french_trumpet_pl|Normales Pferd
itm_cuirassier_horse_french|Schweres Pferd
itm_cuirassier_horse_french_pl|Schweres Pferd
itm_cuirassier_horse_french_officer|Schweres Pferd
itm_cuirassier_horse_french_officer_pl|Schweres Pferd
itm_cuirassier_horse_french_trumpet|Schweres Pferd
itm_cuirassier_horse_french_trumpet_pl|Schweres Pferd
itm_carabineer_horse_french|Schweres Pferd
itm_carabineer_horse_french_pl|Schweres Pferd
itm_carabineer_horse_french_officer|Schweres Pferd
itm_carabineer_horse_french_officer_pl|Schweres Pferd
itm_carabineer_horse_french_trumpet|Schweres Pferd
itm_carabineer_horse_french_trumpet_pl|Schweres Pferd
itm_heavy_horse_french|Schweres Pferd
itm_heavy_horse_french_pl|Schweres Pferd
itm_heavy_horse_french_trumpet|Schweres Pferd
itm_heavy_horse_french_trumpet_pl|Schweres Pferd
itm_lightdragoon_horse_britain_1|Leichtes Pferd
itm_lightdragoon_horse_britain_1_pl|Leichtes Pferd
itm_lightdragoon_horse_britain_2|Leichtes Pferd
itm_lightdragoon_horse_britain_2_pl|Leichtes Pferd
itm_lightdragoon_horse_britain_3|Leichtes Pferd
itm_lightdragoon_horse_britain_3_pl|Leichtes Pferd
itm_lightdragoon_horse_britain_4|Leichtes Pferd
itm_lightdragoon_horse_britain_4_pl|Leichtes Pferd
itm_kgl_horse_britain|Leichtes Pferd
itm_kgl_horse_britain_pl|Leichtes Pferd
itm_heavydragoon_horse_britain|Schweres Pferd
itm_heavydragoon_horse_britain_pl|Schweres Pferd
itm_heavy_horse_britain|Schweres Pferd
itm_heavy_horse_britain_pl|Schweres Pferd
itm_lancer_horse_prussia_1|Leichtes Pferd
itm_lancer_horse_prussia_1_pl|Leichtes Pferd
itm_lancer_horse_prussia_2|Leichtes Pferd
itm_lancer_horse_prussia_2_pl|Leichtes Pferd
itm_hussar_horse_prussia_1|Leichtes Pferd
itm_hussar_horse_prussia_1_pl|Leichtes Pferd
itm_hussar_horse_prussia_2|Leichtes Pferd
itm_hussar_horse_prussia_2_pl|Leichtes Pferd
itm_dragoon_horse_prussia_1|Normales Pferd
itm_dragoon_horse_prussia_1_pl|Normales Pferd
itm_dragoon_horse_prussia_2|Normales Pferd
itm_dragoon_horse_prussia_2_pl|Normales Pferd
itm_heavy_horse_prussia_1|Schweres Pferd
itm_heavy_horse_prussia_1_pl|Schweres Pferd
itm_heavy_horse_prussia_2|Schweres Pferd
itm_heavy_horse_prussia_2_pl|Schweres Pferd
itm_cossack_horse_russia_1|Leichtes Pferd
itm_cossack_horse_russia_1_pl|Leichtes Pferd
itm_cossack_horse_russia_2|Leichtes Pferd
itm_cossack_horse_russia_2_pl|Leichtes Pferd
itm_cossack_horse_russia_3|Leichtes Pferd
itm_cossack_horse_russia_3_pl|Leichtes Pferd
itm_cossack_horse_russia_4|Leichtes Pferd
itm_cossack_horse_russia_4_pl|Leichtes Pferd
itm_lancer_horse_russia|Leichtes Pferd
itm_lancer_horse_russia_pl|Leichtes Pferd
itm_hussar_horse_russia|Leichtes Pferd
itm_hussar_horse_russia_pl|Leichtes Pferd
itm_dragoon_horse_russia|Normales Pferd
itm_dragoon_horse_russia_pl|Normales Pferd
itm_heavy_horse_russia|Schweres Pferd
itm_heavy_horse_russia_pl|Schweres Pferd
itm_lancer_horse_austria|Leichtes Pferd
itm_lancer_horse_austria_pl|Leichtes Pferd
itm_hussar_horse_austria|Leichtes Pferd
itm_hussar_horse_austria_pl|Leichtes Pferd
itm_lightcav_horse_austria|Leichtes Pferd
itm_lightcav_horse_austria_pl|Leichtes Pferd
itm_dragoon_horse_austria|Normales Pferd
itm_dragoon_horse_austria_pl|Normales Pferd
itm_heavy_horse_austria|Schweres Pferd
itm_heavy_horse_austria_pl|Schweres Pferd
itm_lancer_horse_rhine|Leichtes Pferd 
itm_lancer_horse_rhine_pl|Leichtes Pferd 
itm_lancer_horse_rhine_officer|Leichtes Pferd 
itm_lancer_horse_rhine_officer_pl|Leichtes Pferd 
itm_hussar_horse_rhine|Leichtes Pferd 
itm_hussar_horse_rhine_pl|Leichtes Pferd 
itm_hussar_horse_rhine_officer|Leichtes Pferd 
itm_hussar_horse_rhine_officer_pl|Leichtes Pferd 
itm_lightcav_horse_rhine|Leichtes Pferd 
itm_lightcav_horse_rhine_pl|Leichtes Pferd 
itm_cuirassier_horse_rhine|Schweres Pferd 
itm_cuirassier_horse_rhine_pl|Schweres Pferd 
itm_cuirassier_horse_rhine_officer|Schweres Pferd 
itm_cuirassier_horse_rhine_officer_pl|Schweres Pferd 
itm_garde_du_corps_horse_rhine|Schweres Pferd 
itm_garde_du_corps_horse_rhine_pl|Schweres Pferd 
itm_garde_du_corps_horse_rhine_officer|Schweres Pferd 
itm_garde_du_corps_horse_rhine_officer_pl|Schweres Pferd 
itm_lancer_horse_placeholder|Leichtes Pferd
itm_lancer_horse_placeholder_pl|Leichtes Pferd
itm_hussar_horse_placeholder|Leichtes Pferd
itm_hussar_horse_placeholder_pl|Leichtes Pferd
itm_dragoon_horse_placeholder|Normales Pferd
itm_dragoon_horse_placeholder_pl|Normales Pferd
itm_heavy_horse_placeholder|Schweres Pferd
itm_heavy_horse_placeholder_pl|Schweres Pferd
itm_admin_horse|Admin Pferd
itm_admin_horse_pl|Admin Pferd
itm_arty_horse_cannon_french|Artillerie Pferd
itm_arty_horse_cannon_french_pl|Artillerie Pferd
itm_arty_horse_cannon_british|Artillerie Pferd
itm_arty_horse_cannon_british_pl|Artillerie Pferd
itm_arty_horse_cannon_russian|Artillerie Pferd
itm_arty_horse_cannon_russian_pl|Artillerie Pferd
itm_arty_horse_cannon_austrian|Artillerie Pferd
itm_arty_horse_cannon_austrian_pl|Artillerie Pferd
itm_arty_horse_cannon_prussian|Artillerie Pferd
itm_arty_horse_cannon_prussian_pl|Artillerie Pferd
itm_arty_horse_howitzer_french|Artillerie Pferd
itm_arty_horse_howitzer_french_pl|Artillerie Pferd
itm_arty_horse_howitzer_british|Artillerie Pferd
itm_arty_horse_howitzer_british_pl|Artillerie Pferd
itm_arty_horse_howitzer_russian|Artillerie Pferd
itm_arty_horse_howitzer_russian_pl|Artillerie Pferd
itm_arty_horse_howitzer_austrian|Artillerie Pferd
itm_arty_horse_howitzer_austrian_pl|Artillerie Pferd
itm_arty_horse_howitzer_prussian|Artillerie Pferd
itm_arty_horse_howitzer_prussian_pl|Artillerie Pferd
itm_items_end|Items End
itm_items_end_pl|Items End
