itm_no_item|OBJETO INVALIDO
itm_french_sailor_pants_female_pl|Infantry Boots
itm_french_surgeon_pants|Pantalones de cirujano
itm_french_surgeon_pants_pl|Pantalones de cirujano
itm_rus_infantry_pants1|Infantry Gaiters
itm_rus_infantry_pants1_pl|Infantry Gaiters
itm_rus_infantry_pants2|Infantry Boots
itm_rus_infantry_pants2_pl|Infantry Boots
itm_rus_hussar_pants1|Cavalry Gaiters
itm_rus_hussar_pants1_pl|Cavalry Gaiters
itm_rus_hussar_pants2|Cavalry Gaiters
itm_rus_hussar_pants2_pl|Cavalry Gaiters
itm_rus_hussar_pants_nco|Hussar Hessians
itm_rus_hussar_pants_nco_pl|Hussar Hessians
itm_rus_hussar_pants_officer|Hussar Hessians
itm_rus_hussar_pants_officer_pl|Hussar Hessians
itm_rus_horse_guard_pants|Cavalry Boots
itm_rus_horse_guard_pants_pl|Cavalry Boots
itm_rus_cossack_off_pants|Cossack Pants
itm_rus_cossack_off_pants_pl|Cossack Pants
itm_rus_kutuzov_pants|General's Boots
itm_rus_kutuzov_pants_pl|General's Boots
itm_rus_militia_off_pants|Militia Boots
itm_rus_militia_off_pants_pl|Militia Boots
itm_rus_militia_ranker_pants|Militia Boots
itm_rus_militia_ranker_pants_pl|Militia Boots
itm_rus_militia_ranker_pants1|Militia Pants
itm_rus_militia_ranker_pants1_pl|Militia Pants
itm_rus_jaeger_pants|Jaeger Boots
itm_rus_jaeger_pants_pl|Jaeger Boots
itm_rus_arty_pants|Artillery Boots
itm_rus_arty_pants_pl|Artillery Boots
itm_rus_dragoon_pants1|Cavalry Gaiters
itm_rus_dragoon_pants1_pl|Cavalry Gaiters
itm_rus_dragoon_pants2|Cavalry Gaiters
itm_rus_dragoon_pants2_pl|Cavalry Gaiters
itm_rus_uhlan_pants|Cavalry Pants
itm_rus_uhlan_pants_pl|Cavalry Pants
itm_austrian_infantry_pants|Infantry Boots
itm_austrian_infantry_pants_pl|Infantry Boots
itm_hungarian_pants|Infantry Shoes
itm_hungarian_pants_pl|Infantry Shoes
itm_hungarian_pants_officer|Infantry Boots
itm_hungarian_pants_officer_pl|Infantry Boots
itm_austrian_jaeger_pants|Jaeger Boots
itm_austrian_jaeger_pants_pl|Jaeger Boots
itm_austrian_jaeger_pants_officer|Jaeger Boots
itm_austrian_jaeger_pants_officer_pl|Jaeger Boots
itm_hungarian_hussar_pants|Hussar Hessians
itm_hungarian_hussar_pants_pl|Hussar Hessians
itm_hungarian_uhlan_pants|Hussar Hessians
itm_hungarian_uhlan_pants_pl|Hussar Hessians
itm_austrian_schwarzenberg_pants|Schwarzenberg's Pants
itm_austrian_schwarzenberg_pants_pl|Schwarzenberg's Pants
itm_austrian_officer_boots|Infantry Boots
itm_austrian_officer_boots_pl|Infantry Boots
itm_austrian_cavalry_boots|Cavalry Boots
itm_austrian_cavalry_boots_pl|Cavalry Boots
itm_british_highland_kilt|Kilt
itm_british_highland_kilt_pl|Kilt
itm_british_highland_kilt_2|Kilt
itm_british_highland_kilt_2_pl|Kilt
itm_british_highland_kilt_officer|Kilt
itm_british_highland_kilt_officer_pl|Kilt
itm_british_rifle_captain_pants|Rifleman Gaiters
itm_british_rifle_captain_pants_pl|Rifleman Gaiters
itm_british_rifle_pants_green|Rifleman Boots
itm_british_rifle_pants_green_pl|Rifleman Boots
itm_british_rifle_pants_grey|Rifleman Boots
itm_british_rifle_pants_grey_pl|Rifleman Boots
itm_british_rifle_pants_rolled|Rifleman Pants
itm_british_rifle_pants_rolled_pl|Rifleman Pants
itm_british_coldstream_pants|Infantry Pants
itm_british_coldstream_pants_pl|Infantry Pants
itm_british_sapper_pants|Sapper Pants
itm_british_sapper_pants_pl|Sapper Pants
itm_british_wellington_pants|Wellington's Pants
itm_british_wellington_pants_pl|Wellington's Pants
itm_british_light_dragoon_pants|Light Dragoon Pants
itm_british_light_dragoon_pants_pl|Light Dragoon Pants
itm_british_rocketeer_pants|Cavalry Pants
itm_british_rocketeer_pants_pl|Cavalry Pants
itm_british_cav_pants|Cavalry Pants
itm_british_cav_pants_pl|Cavalry Pants
itm_british_kgl_hussar_pants|Cavalry Pants
itm_british_kgl_hussar_pants_pl|Cavalry Pants
itm_british_kgl_hussar_officer_pants|Cavalry Pants
itm_british_kgl_hussar_officer_pants_pl|Cavalry Pants
itm_british_captain_legs|british captain legs
itm_british_captain_legs_pl|british captain legs
itm_sailor_pants|sailor pants
itm_sailor_pants_pl|sailor pants
itm_sailor_pants_female|sailor pants female
itm_sailor_pants_female_pl|sailor pants female
itm_prussian_infantry_pants|Infantry Boots
itm_prussian_infantry_pants_pl|Infantry Boots
itm_prussian_jaeger_pants|Infantry Boots
itm_prussian_jaeger_pants_pl|Infantry Boots
itm_prussian_landwehr_pants|Landwehr Pants
itm_prussian_landwehr_pants_pl|Landwehr Pants
itm_prussian_landwehr_pants2|Landwehr Pants
itm_prussian_landwehr_pants2_pl|Landwehr Pants
itm_prussian_blucher_pants|Blucher's Pants
itm_prussian_blucher_pants_pl|Blucher's Pants
itm_prussian_cavalry_pants|Cavalry Pants
itm_prussian_cavalry_pants_pl|Cavalry Pants
itm_prussian_cavalry_pants2|Cavalry Pants
itm_prussian_cavalry_pants2_pl|Cavalry Pants
itm_prussian_hussar_pants|Cavalry Boots
itm_prussian_hussar_pants_pl|Cavalry Boots
itm_prussian_hussar_pants_officer|Cavalry Hessians
itm_prussian_hussar_pants_officer_pl|Cavalry Hessians
itm_prussian_freikorps_pants|Freikorps Pants
itm_prussian_freikorps_pants_pl|Freikorps Pants
itm_bavarian_infantry_pants|Infantry Boots
itm_bavarian_infantry_pants_pl|Infantry Boots
itm_bavarian_pants_officer|Infantry Boots
itm_bavarian_pants_officer_pl|Infantry Boots
itm_bavarian_artillery_pants|Artillery Pants
itm_bavarian_artillery_pants_pl|Artillery Pants
itm_bavarian_artillery_pants_officer|Artillery Boots
itm_bavarian_artillery_pants_officer_pl|Artillery Boots
itm_saxon_uhlan_pants|Cavalry Boots
itm_saxon_uhlan_pants_pl|Cavalry Boots
itm_saxon_uhlan_pants_alt|Cavalry Boots
itm_saxon_uhlan_pants_alt_pl|Cavalry Boots
itm_saxon_uhlan_pants_officer|Cavalry Boots
itm_saxon_uhlan_pants_officer_pl|Cavalry Boots
itm_hessian_infantry_pants|Infantry Boots
itm_hessian_infantry_pants_pl|Infantry Boots
itm_hessian_infantry_pants_officer|Infantry Boots
itm_hessian_infantry_pants_officer_pl|Infantry Boots
itm_nassau_jaeger_pants|Cavalry Boots
itm_nassau_jaeger_pants_pl|Cavalry Boots
itm_nassau_jaeger_pants_officer|Cavalry Boots
itm_nassau_jaeger_pants_officer_pl|Cavalry Boots
itm_wurttemberg_pants_all_ranks|Infantry Boots
itm_wurttemberg_pants_all_ranks_pl|Infantry Boots
itm_wurttemberg_pants_officer|Infantry Boots
itm_wurttemberg_pants_officer_pl|Infantry Boots
itm_wurttemberg_grenadier_pants|Infantry Boots
itm_wurttemberg_grenadier_pants_pl|Infantry Boots
itm_berg_pioneer_pants|Infantry Boots
itm_berg_pioneer_pants_pl|Infantry Boots
itm_garde_du_corps_pants_ranker|Cavalry Boots
itm_garde_du_corps_pants_ranker_pl|Cavalry Boots
itm_garde_du_corps_pants|Cavalry Boots
itm_garde_du_corps_pants_pl|Cavalry Boots
itm_baden_dragoon_pants|Cavalry Boots
itm_baden_dragoon_pants_pl|Cavalry Boots
itm_officer_gloves|Officer Gloves
itm_officer_gloves_pl|Officer Gloves
itm_drummer_gloves|Drummer Gloves
itm_drummer_gloves_pl|Drummer Gloves
itm_rus_chevgarde_gloves|Gloves
itm_rus_chevgarde_gloves_pl|Gloves
itm_fr_cuirassier_gloves|Gloves
itm_fr_cuirassier_gloves_pl|Gloves
itm_fr_artillery_gloves|Gloves
itm_fr_artillery_gloves_pl|Gloves
itm_br_cavalry_gloves|Gloves
itm_br_cavalry_gloves_pl|Gloves
itm_br_horseguard_gloves|Gloves
itm_br_horseguard_gloves_pl|Gloves
itm_br_cavalry_gloves_short|Gloves
itm_br_cavalry_gloves_short_pl|Gloves
itm_br_horseguard_gloves_short|Gloves
itm_br_horseguard_gloves_short_pl|Gloves
itm_hussar_horse_french|Caballo ligero
itm_hussar_horse_french_pl|Caballo ligero
itm_hussar_horse_french_trumpet|Caballo ligero
itm_hussar_horse_french_trumpet_pl|Caballo ligero
itm_lancer_horse_french|Caballo ligero
itm_lancer_horse_french_pl|Caballo ligero
itm_lancer_horse_french_trumpet|Caballo ligero
itm_lancer_horse_french_trumpet_pl|Caballo ligero
itm_dragoon_horse_french|Caballo Medio
itm_dragoon_horse_french_pl|Caballo Medio
itm_dragoon_horse_french_trumpet|Caballo Medio
itm_dragoon_horse_french_trumpet_pl|Caballo Medio
itm_cuirassier_horse_french|Caballo Pesado
itm_cuirassier_horse_french_pl|Caballo Pesado
itm_cuirassier_horse_french_officer|Caballo Pesado
itm_cuirassier_horse_french_officer_pl|Caballo Pesado
itm_cuirassier_horse_french_trumpet|Caballo Pesado
itm_cuirassier_horse_french_trumpet_pl|Caballo Pesado
itm_carabineer_horse_french|Caballo Pesado
itm_carabineer_horse_french_pl|Caballo Pesado
itm_carabineer_horse_french_officer|Caballo Pesado
itm_carabineer_horse_french_officer_pl|Caballo Pesado
itm_carabineer_horse_french_trumpet|Caballo Pesado
itm_carabineer_horse_french_trumpet_pl|Caballo Pesado
itm_heavy_horse_french|Caballo Pesado
itm_heavy_horse_french_pl|Caballo Pesado
itm_heavy_horse_french_trumpet|Caballo pesado
itm_heavy_horse_french_trumpet_pl|Caballo pesado
itm_lightdragoon_horse_britain_1|Caballo ligero
itm_lightdragoon_horse_britain_1_pl|Caballo ligero
itm_lightdragoon_horse_britain_2|Caballo ligero
itm_lightdragoon_horse_britain_2_pl|Caballo ligero
itm_lightdragoon_horse_britain_3|Caballo ligero
itm_lightdragoon_horse_britain_3_pl|Caballo ligero
itm_lightdragoon_horse_britain_4|Caballo ligero
itm_lightdragoon_horse_britain_4_pl|Caballo ligero
itm_kgl_horse_britain|Caballo ligero
itm_kgl_horse_britain_pl|Caballo ligero
itm_heavydragoon_horse_britain|Caballo Pesado
itm_heavydragoon_horse_britain_pl|Caballo Pesado
itm_heavy_horse_britain|Caballo Pesado
itm_heavy_horse_britain_pl|Caballo Pesado
itm_lancer_horse_prussia_1|Caballo ligero
itm_lancer_horse_prussia_1_pl|Caballo ligero
itm_lancer_horse_prussia_2|Caballo ligero
itm_lancer_horse_prussia_2_pl|Caballo ligero
itm_hussar_horse_prussia_1|Caballo ligero
itm_hussar_horse_prussia_1_pl|Caballo ligero
itm_hussar_horse_prussia_2|Caballo ligero
itm_hussar_horse_prussia_2_pl|Caballo ligero
itm_dragoon_horse_prussia_1|Caballo Medio
itm_dragoon_horse_prussia_1_pl|Caballo Medio
itm_dragoon_horse_prussia_2|Caballo Medio
itm_dragoon_horse_prussia_2_pl|Caballo Medio
itm_heavy_horse_prussia_1|Caballo Pesado
itm_heavy_horse_prussia_1_pl|Caballo Pesado
itm_heavy_horse_prussia_2|Caballo Pesado
itm_heavy_horse_prussia_2_pl|Caballo Pesado
itm_cossack_horse_russia_1|Caballo ligero
itm_cossack_horse_russia_1_pl|Caballo ligero
itm_cossack_horse_russia_2|Caballo ligero
itm_cossack_horse_russia_2_pl|Caballo ligero
itm_cossack_horse_russia_3|Caballo ligero
itm_cossack_horse_russia_3_pl|Caballo ligero
itm_cossack_horse_russia_4|Caballo ligero
itm_cossack_horse_russia_4_pl|Caballo ligero
itm_lancer_horse_russia|Caballo ligero
itm_lancer_horse_russia_pl|Caballo ligero
itm_hussar_horse_russia|Caballo ligero
itm_hussar_horse_russia_pl|Caballo ligero
itm_dragoon_horse_russia|Caballo Medio
itm_dragoon_horse_russia_pl|Caballo Medio
itm_heavy_horse_russia|Caballo Pesado
itm_heavy_horse_russia_pl|Caballo Pesado
itm_lancer_horse_austria|Caballo ligero
itm_lancer_horse_austria_pl|Caballo ligero
itm_hussar_horse_austria|Caballo ligero
itm_hussar_horse_austria_pl|Caballo ligero
itm_lightcav_horse_austria|Caballo ligero
itm_lightcav_horse_austria_pl|Caballo ligero
itm_dragoon_horse_austria|Caballo Medio
itm_dragoon_horse_austria_pl|Caballo Medio
itm_heavy_horse_austria|Caballo Pesado
itm_heavy_horse_austria_pl|Caballo Pesado
itm_lancer_horse_rhine|Caballo ligero
itm_lancer_horse_rhine_pl|Caballo ligero
itm_lancer_horse_rhine_officer|Caballo ligero
itm_lancer_horse_rhine_officer_pl|Caballo ligero
itm_hussar_horse_rhine|Caballo ligero
itm_hussar_horse_rhine_pl|Caballo ligero
itm_hussar_horse_rhine_officer|Caballo ligero
itm_hussar_horse_rhine_officer_pl|Caballo ligero
itm_lightcav_horse_rhine|Caballo ligero
itm_lightcav_horse_rhine_pl|Caballo ligero
itm_cuirassier_horse_rhine|Caballo pesado
itm_cuirassier_horse_rhine_pl|Caballo pesado
itm_cuirassier_horse_rhine_officer|Caballo pesado
itm_cuirassier_horse_rhine_officer_pl|Caballo pesado
itm_garde_du_corps_horse_rhine|Caballo pesado
itm_garde_du_corps_horse_rhine_pl|Caballo pesado
itm_garde_du_corps_horse_rhine_officer|Caballo pesado
itm_garde_du_corps_horse_rhine_officer_pl|Caballo pesado
itm_lancer_horse_placeholder|Caballo ligero
itm_lancer_horse_placeholder_pl|Caballo ligero
itm_hussar_horse_placeholder|Caballo ligero
itm_hussar_horse_placeholder_pl|Caballo ligero
itm_dragoon_horse_placeholder|Caballo Medio
itm_dragoon_horse_placeholder_pl|Caballo Medio
itm_heavy_horse_placeholder|Caballo Pesado
itm_heavy_horse_placeholder_pl|Caballo Pesado
itm_admin_horse|Caballo de Administrador
itm_admin_horse_pl|Caballo de Administrador
itm_arty_horse_cannon_french|Caballo de Artillería
itm_arty_horse_cannon_french_pl|Caballo de Artillería
itm_arty_horse_cannon_british|Caballo de Artillería
itm_arty_horse_cannon_british_pl|Caballo de Artillería
itm_arty_horse_cannon_russian|Caballo de Artillería
itm_arty_horse_cannon_russian_pl|Caballo de Artillería
itm_arty_horse_cannon_austrian|Caballo de Artillería
itm_arty_horse_cannon_austrian_pl|Caballo de Artillería
itm_arty_horse_cannon_prussian|Caballo de Artillería
itm_arty_horse_cannon_prussian_pl|Caballo de Artillería
itm_arty_horse_howitzer_french|Caballo de Artillería
itm_arty_horse_howitzer_french_pl|Caballo de Artillería
itm_arty_horse_howitzer_british|Caballo de Artillería
itm_arty_horse_howitzer_british_pl|Caballo de Artillería
itm_arty_horse_howitzer_russian|Caballo de Artillería
itm_arty_horse_howitzer_russian_pl|Caballo de Artillería
itm_arty_horse_howitzer_austrian|Caballo de Artillería
itm_arty_horse_howitzer_austrian_pl|Caballo de Artillería
itm_arty_horse_howitzer_prussian|Caballo de Artillería
itm_arty_horse_howitzer_prussian_pl|Caballo de Artillería
itm_items_end|Items End
itm_items_end_pl|Items End
